model,block_layer,stage,pooling,condition,source_language,target_language,metric,value,k,n_train,n_eval
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,raw,zh,en,r1,0.578125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,raw,zh,en,mrr,0.6756656128303336,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,raw,zh,ko,r1,0.283203125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,raw,zh,ko,mrr,0.37795827450988245,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,raw,zh,ja,r1,0.185546875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,raw,zh,ja,mrr,0.28085836853371865,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,en,ko,r1,0.560546875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,en,ko,mrr,0.6630684597787682,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,en,ja,r1,0.6328125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,en,ja,mrr,0.7424511112756373,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,en,zh,r1,0.765625,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,en,zh,mrr,0.8346147080773829,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ko,en,r1,0.52734375,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ko,en,mrr,0.6375067869140899,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ko,ja,r1,0.623046875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ko,ja,mrr,0.7101246172863738,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ko,zh,r1,0.419921875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ko,zh,mrr,0.5281854381715265,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ja,en,r1,0.673828125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ja,en,mrr,0.763262769050258,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ja,ko,r1,0.6328125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ja,ko,mrr,0.7082986916107223,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ja,zh,r1,0.59375,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,ja,zh,mrr,0.6833065844095951,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,zh,en,r1,0.767578125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,zh,en,mrr,0.832584992599152,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,zh,ko,r1,0.421875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,zh,ko,mrr,0.5344697122743827,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,zh,ja,r1,0.578125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,per-language-centered,zh,ja,mrr,0.68173622520389,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,raw,,,language_probe_accuracy,0.99951171875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,last_token,raw,,,language_probe_macro_f1,0.9995117182843383,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,geometry,,,centroid_separation,18.154958724975586,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,geometry,,,centroid_norm,60.9184684753418,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,geometry,,,language_subspace_variance_fraction,0.9607371256880258,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,geometry,,,language_subspace_centroid_variance,1.0,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,geometry,,,anisotropy,0.9911069030164505,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,geometry,,,stable_rank,1.0300575523196804,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,en,ko,r1,0.01171875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,en,ko,mrr,0.03710268590759372,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,en,ja,r1,0.048828125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,en,ja,mrr,0.08502742715411543,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,en,zh,r1,0.77734375,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,en,zh,mrr,0.8065044878745844,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ko,en,r1,0.576171875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ko,en,mrr,0.6742536382798987,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ko,ja,r1,0.787109375,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ko,ja,mrr,0.8308514508215848,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ko,zh,r1,0.44140625,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ko,zh,mrr,0.5282422667299964,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ja,en,r1,0.76171875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ja,en,mrr,0.8227760186070935,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ja,ko,r1,0.59375,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ja,ko,mrr,0.6490799212462253,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ja,zh,r1,0.701171875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,ja,zh,mrr,0.7650819965789722,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,zh,en,r1,0.85546875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,zh,en,mrr,0.8872748822383523,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,zh,ko,r1,0.0390625,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,zh,ko,mrr,0.07460455641636696,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,zh,ja,r1,0.12109375,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,zh,ja,mrr,0.1744829627902805,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,en,ko,r1,0.40625,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,en,ko,mrr,0.44666141686418176,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,en,ja,r1,0.44921875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,en,ja,mrr,0.4892133404882538,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,en,zh,r1,0.6328125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,en,zh,mrr,0.6499055998883373,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ko,en,r1,0.5078125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ko,en,mrr,0.539817597272931,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ko,ja,r1,0.51953125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ko,ja,mrr,0.5576936409886528,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ko,zh,r1,0.50390625,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ko,zh,mrr,0.5340939522032964,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ja,en,r1,0.515625,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ja,en,mrr,0.5414506037263895,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ja,ko,r1,0.501953125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ja,ko,mrr,0.5347293794672514,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ja,zh,r1,0.5546875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,ja,zh,mrr,0.5781580898417216,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,zh,en,r1,0.533203125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,zh,en,mrr,0.5627299192864404,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,zh,ko,r1,0.330078125,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,zh,ko,mrr,0.37354978189565335,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,zh,ja,r1,0.43359375,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,per-language-centered,zh,ja,mrr,0.4771914190394147,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,,,language_probe_accuracy,0.99951171875,3,1024,2048
Qwen/Qwen2.5-0.5B,7,post_attention,mean,raw,,,language_probe_macro_f1,0.9995117182843383,3,1024,2048
