model,layer,normalized_depth,pooling,condition,seed,source_language,target_language,metric,value,n_train,n_eval,record_type,comparison,ci_lower,ci_upper,n_resamples
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,en,mrr,0.114517844802646,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,ko,r1,0.392578125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,ko,mrr,0.4878850064637297,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,zh,r1,0.458984375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,zh,mrr,0.5306015348486394,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,zh,en,r1,0.09765625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,zh,en,mrr,0.19884060213660715,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,zh,ko,r1,0.353515625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,zh,ko,mrr,0.4446407164816751,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,zh,ja,r1,0.404296875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,zh,ja,mrr,0.48685225741933413,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,en,ko,r1,0.33984375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,en,ko,mrr,0.45577563640414037,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,en,ja,r1,0.279296875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,en,ja,mrr,0.40712854760041184,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,en,zh,r1,0.322265625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,en,zh,mrr,0.42552076736333955,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ko,en,r1,0.154296875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ko,en,mrr,0.1849499829354671,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ko,ja,r1,0.171875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ko,ja,mrr,0.2264767062600238,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ko,zh,r1,0.068359375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ko,zh,mrr,0.11204513383006333,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ja,en,r1,0.173828125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ja,en,mrr,0.20530246449594075,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ja,ko,r1,0.462890625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ja,ko,mrr,0.5584885769508201,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ja,zh,r1,0.578125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,ja,zh,mrr,0.6130788829473963,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,zh,en,r1,0.265625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,zh,en,mrr,0.3089327552075817,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,zh,ko,r1,0.33984375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,zh,ko,mrr,0.4775822592233808,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,zh,ja,r1,0.6484375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_language,,zh,ja,mrr,0.7044373514685454,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,en,ko,r1,0.662109375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,en,ko,mrr,0.7046503643276352,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,en,ja,r1,0.61328125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,en,ja,mrr,0.6625591888083241,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,en,zh,r1,0.693359375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,en,zh,mrr,0.7277655832543194,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ko,en,r1,0.6640625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ko,en,mrr,0.7157483135502469,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ko,ja,r1,0.716796875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ko,ja,mrr,0.7607518646460308,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ko,zh,r1,0.69921875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ko,zh,mrr,0.7388876145594523,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ja,en,r1,0.638671875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ja,en,mrr,0.6955855944418048,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ja,ko,r1,0.744140625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ja,ko,mrr,0.7865823225886057,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ja,zh,r1,0.736328125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,ja,zh,mrr,0.7924367127528331,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,zh,en,r1,0.69921875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,zh,en,mrr,0.7472484543134941,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,zh,ko,r1,0.734375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,zh,ko,mrr,0.7750079415948659,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,zh,ja,r1,0.7578125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_language,,zh,ja,mrr,0.8007120296654398,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,en,ko,r1,0.0078125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,en,ko,mrr,0.050860246394614755,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,en,ja,r1,0.01171875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,en,ja,mrr,0.04405352873844365,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,en,zh,r1,0.013671875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,en,zh,mrr,0.04953112436339642,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ko,en,r1,0.15234375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ko,en,mrr,0.235112435800546,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ko,ja,r1,0.703125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ko,ja,mrr,0.7723189867146045,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ko,zh,r1,0.458984375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ko,zh,mrr,0.5438747702263682,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ja,en,r1,0.099609375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ja,en,mrr,0.17776275902154282,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ja,ko,r1,0.720703125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ja,ko,mrr,0.7918521071313166,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ja,zh,r1,0.7109375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,ja,zh,mrr,0.7751908629254023,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,zh,en,r1,0.208984375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,zh,en,mrr,0.31204095680478305,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,zh,ko,r1,0.521484375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,zh,ko,mrr,0.6412247302920552,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,zh,ja,r1,0.78515625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_language,,zh,ja,mrr,0.8420746082600357,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,en,ko,r1,0.671875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,en,ko,mrr,0.7582817177413232,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,en,ja,r1,0.5703125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,en,ja,mrr,0.660161889721832,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,en,zh,r1,0.626953125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,en,zh,mrr,0.7262567317702547,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ko,en,r1,0.779296875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ko,en,mrr,0.8379591859664571,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ko,ja,r1,0.580078125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ko,ja,mrr,0.6527326078804638,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ko,zh,r1,0.583984375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ko,zh,mrr,0.6902965178788129,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ja,en,r1,0.701171875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ja,en,mrr,0.7907188603990298,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ja,ko,r1,0.650390625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ja,ko,mrr,0.7311592548217352,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ja,zh,r1,0.7265625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,ja,zh,mrr,0.8061109041805719,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,zh,en,r1,0.76171875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,zh,en,mrr,0.8362554715141767,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,zh,ko,r1,0.576171875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,zh,ko,mrr,0.6802076154327419,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,zh,ja,r1,0.521484375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_pca,,zh,ja,mrr,0.6027164239281108,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,en,ko,r1,0.791015625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,en,ko,mrr,0.8502143545769282,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,en,ja,r1,0.59375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,en,ja,mrr,0.6794051690475233,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,en,zh,r1,0.80859375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,en,zh,mrr,0.8730875772010027,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ko,en,r1,0.7734375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ko,en,mrr,0.8326292425408244,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ko,ja,r1,0.626953125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ko,ja,mrr,0.6907354707748139,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ko,zh,r1,0.748046875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ko,zh,mrr,0.8100890704557124,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ja,en,r1,0.677734375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ja,en,mrr,0.7656288596200268,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ja,ko,r1,0.7890625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ja,ko,mrr,0.8377182941241483,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ja,zh,r1,0.734375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,ja,zh,mrr,0.8083377452909175,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,zh,en,r1,0.76171875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,zh,en,mrr,0.8188801996242125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,zh,ko,r1,0.712890625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,zh,ko,mrr,0.7815933393397382,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,zh,ja,r1,0.515625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_pca,,zh,ja,mrr,0.6159354047197293,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,en,ko,r1,0.16015625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,en,ko,mrr,0.22928662934103922,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,en,ja,r1,0.07421875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,en,ja,mrr,0.13513937216527291,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,en,zh,r1,0.091796875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,en,zh,mrr,0.16745491998189893,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ko,en,r1,0.15625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ko,en,mrr,0.26832421522695626,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ko,ja,r1,0.119140625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ko,ja,mrr,0.20220737947519143,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ko,zh,r1,0.56640625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ko,zh,mrr,0.6723765532400989,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ja,en,r1,0.025390625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ja,en,mrr,0.11281448000082261,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ja,ko,r1,0.1640625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ja,ko,mrr,0.2568380183981292,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ja,zh,r1,0.138671875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,ja,zh,mrr,0.24108426122080384,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,zh,en,r1,0.099609375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,zh,en,mrr,0.1827331537225556,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,zh,ko,r1,0.40234375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,zh,ko,mrr,0.5107438796735453,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,zh,ja,r1,0.04296875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_pca,,zh,ja,mrr,0.11236973486450032,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,en,ko,r1,0.33984375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,en,ko,mrr,0.45577563640414037,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,en,ja,r1,0.279296875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,en,ja,mrr,0.40712854760041184,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,en,zh,r1,0.322265625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,en,zh,mrr,0.42552076736333955,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ko,en,r1,0.154296875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ko,en,mrr,0.1849499829354671,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ko,ja,r1,0.171875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ko,ja,mrr,0.2264767062600238,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ko,zh,r1,0.068359375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ko,zh,mrr,0.11204513383006333,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ja,en,r1,0.173828125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ja,en,mrr,0.20530246449594075,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ja,ko,r1,0.462890625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ja,ko,mrr,0.5584885769508201,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ja,zh,r1,0.578125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,ja,zh,mrr,0.6130788829473963,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,zh,en,r1,0.265625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,zh,en,mrr,0.3089327552075817,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,zh,ko,r1,0.33984375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,zh,ko,mrr,0.4775822592233808,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,zh,ja,r1,0.6484375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,mean,remove_pca,,zh,ja,mrr,0.7044373514685454,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,en,ko,r1,0.93359375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,en,ko,mrr,0.9583404356060606,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,en,ja,r1,0.919921875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,en,ja,mrr,0.9471070248988689,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,en,zh,r1,0.9609375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,en,zh,mrr,0.9758036232585139,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ko,en,r1,0.90234375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ko,en,mrr,0.9369645938951756,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ko,ja,r1,0.9453125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ko,ja,mrr,0.9626716133896741,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ko,zh,r1,0.876953125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ko,zh,mrr,0.913897743000137,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ja,en,r1,0.77734375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ja,en,mrr,0.8410492497810067,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ja,ko,r1,0.884765625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ja,ko,mrr,0.9136760910628378,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ja,zh,r1,0.8984375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,ja,zh,mrr,0.9354071261393546,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,zh,en,r1,0.8203125,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,zh,en,mrr,0.8666464499748563,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,zh,ko,r1,0.802734375,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,zh,ko,mrr,0.8541319376780272,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,zh,ja,r1,0.8046875,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,mean,remove_pca,,zh,ja,mrr,0.8716858867266737,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_pca,,en,ko,r1,0.822265625,1024,2048,metric,,,,
trillionlabs/Tri-0.5B-Base,24,1.0,mean,remove_pca,,en,ko,mrr,0.8741129195085272,1024,2048,metric,,,,
