model,layer,normalized_depth,pooling,condition,metric,value,n,directions
Qwen/Qwen2.5-0.5B,19,0.7916666666666666,last_token,raw,r1,0.5139973958333334,512,12
Qwen/Qwen2.5-0.5B,19,0.7916666666666666,last_token,raw,r5,0.7273763020833334,512,12
Qwen/Qwen2.5-0.5B,19,0.7916666666666666,last_token,raw,r10,0.79638671875,512,12
Qwen/Qwen2.5-0.5B,19,0.7916666666666666,last_token,raw,mrr,0.6126465962977502,512,12
Qwen/Qwen2.5-0.5B,20,0.8333333333333334,last_token,raw,r1,0.48046875,512,12
Qwen/Qwen2.5-0.5B,20,0.8333333333333334,last_token,raw,r5,0.7130533854166666,512,12
Qwen/Qwen2.5-0.5B,20,0.8333333333333334,last_token,raw,r10,0.783203125,512,12
Qwen/Qwen2.5-0.5B,20,0.8333333333333334,last_token,raw,mrr,0.5864205528351978,512,12
Qwen/Qwen2.5-0.5B,21,0.875,last_token,raw,r1,0.564453125,512,12
Qwen/Qwen2.5-0.5B,21,0.875,last_token,raw,r5,0.7880859375,512,12
Qwen/Qwen2.5-0.5B,21,0.875,last_token,raw,r10,0.8440755208333334,512,12
Qwen/Qwen2.5-0.5B,21,0.875,last_token,raw,mrr,0.6660898827419621,512,12
Qwen/Qwen2.5-0.5B,22,0.9166666666666666,last_token,raw,r1,0.60498046875,512,12
Qwen/Qwen2.5-0.5B,22,0.9166666666666666,last_token,raw,r5,0.81005859375,512,12
Qwen/Qwen2.5-0.5B,22,0.9166666666666666,last_token,raw,r10,0.8639322916666666,512,12
Qwen/Qwen2.5-0.5B,22,0.9166666666666666,last_token,raw,mrr,0.6986587306944044,512,12
Qwen/Qwen2.5-0.5B,23,0.9583333333333334,last_token,raw,r1,0.5148111979166666,512,12
Qwen/Qwen2.5-0.5B,23,0.9583333333333334,last_token,raw,r5,0.72802734375,512,12
Qwen/Qwen2.5-0.5B,23,0.9583333333333334,last_token,raw,r10,0.7976888020833334,512,12
Qwen/Qwen2.5-0.5B,23,0.9583333333333334,last_token,raw,mrr,0.6127320320452476,512,12
Qwen/Qwen2.5-0.5B,24,1.0,last_token,raw,r1,0.025716145833333332,512,12
Qwen/Qwen2.5-0.5B,24,1.0,last_token,raw,r5,0.11800130208333333,512,12
Qwen/Qwen2.5-0.5B,24,1.0,last_token,raw,r10,0.19710286458333334,512,12
Qwen/Qwen2.5-0.5B,24,1.0,last_token,raw,mrr,0.08483871551015332,512,12
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,r1,0.1455078125,512,12
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,r5,0.24153645833333334,512,12
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,r10,0.3079427083333333,512,12
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,mrr,0.20244793016910131,512,12
Qwen/Qwen2.5-0.5B,1,0.041666666666666664,mean,raw,r1,0.3361002604166667,512,12
Qwen/Qwen2.5-0.5B,1,0.041666666666666664,mean,raw,r5,0.4874674479166667,512,12
Qwen/Qwen2.5-0.5B,1,0.041666666666666664,mean,raw,r10,0.5615234375,512,12
Qwen/Qwen2.5-0.5B,1,0.041666666666666664,mean,raw,mrr,0.413825095563451,512,12
Qwen/Qwen2.5-0.5B,2,0.08333333333333333,mean,raw,r1,0.3211263020833333,512,12
Qwen/Qwen2.5-0.5B,2,0.08333333333333333,mean,raw,r5,0.46875,512,12
Qwen/Qwen2.5-0.5B,2,0.08333333333333333,mean,raw,r10,0.5437825520833334,512,12
Qwen/Qwen2.5-0.5B,2,0.08333333333333333,mean,raw,mrr,0.39757955745726026,512,12
Qwen/Qwen2.5-0.5B,3,0.125,mean,raw,r1,0.287109375,512,12
Qwen/Qwen2.5-0.5B,3,0.125,mean,raw,r5,0.4039713541666667,512,12
Qwen/Qwen2.5-0.5B,3,0.125,mean,raw,r10,0.4544270833333333,512,12
Qwen/Qwen2.5-0.5B,3,0.125,mean,raw,mrr,0.34699766416875266,512,12
Qwen/Qwen2.5-0.5B,4,0.16666666666666666,mean,raw,r1,0.3548177083333333,512,12
Qwen/Qwen2.5-0.5B,4,0.16666666666666666,mean,raw,r5,0.46240234375,512,12
Qwen/Qwen2.5-0.5B,4,0.16666666666666666,mean,raw,r10,0.5056966145833334,512,12
Qwen/Qwen2.5-0.5B,4,0.16666666666666666,mean,raw,mrr,0.4091712557381837,512,12
Qwen/Qwen2.5-0.5B,5,0.20833333333333334,mean,raw,r1,0.4451497395833333,512,12
Qwen/Qwen2.5-0.5B,5,0.20833333333333334,mean,raw,r5,0.5478515625,512,12
Qwen/Qwen2.5-0.5B,5,0.20833333333333334,mean,raw,r10,0.583984375,512,12
Qwen/Qwen2.5-0.5B,5,0.20833333333333334,mean,raw,mrr,0.4973542792064198,512,12
Qwen/Qwen2.5-0.5B,6,0.25,mean,raw,r1,0.4925130208333333,512,12
Qwen/Qwen2.5-0.5B,6,0.25,mean,raw,r5,0.591796875,512,12
Qwen/Qwen2.5-0.5B,6,0.25,mean,raw,r10,0.6271158854166666,512,12
Qwen/Qwen2.5-0.5B,6,0.25,mean,raw,mrr,0.5424806502765153,512,12
Qwen/Qwen2.5-0.5B,7,0.2916666666666667,mean,raw,r1,0.46240234375,512,12
Qwen/Qwen2.5-0.5B,7,0.2916666666666667,mean,raw,r5,0.5690104166666666,512,12
Qwen/Qwen2.5-0.5B,7,0.2916666666666667,mean,raw,r10,0.6056315104166666,512,12
Qwen/Qwen2.5-0.5B,7,0.2916666666666667,mean,raw,mrr,0.5151859747427298,512,12
Qwen/Qwen2.5-0.5B,8,0.3333333333333333,mean,raw,r1,0.4943033854166667,512,12
Qwen/Qwen2.5-0.5B,8,0.3333333333333333,mean,raw,r5,0.595703125,512,12
Qwen/Qwen2.5-0.5B,8,0.3333333333333333,mean,raw,r10,0.6292317708333334,512,12
Qwen/Qwen2.5-0.5B,8,0.3333333333333333,mean,raw,mrr,0.5444145677592428,512,12
Qwen/Qwen2.5-0.5B,9,0.375,mean,raw,r1,0.51318359375,512,12
Qwen/Qwen2.5-0.5B,9,0.375,mean,raw,r5,0.6095377604166666,512,12
Qwen/Qwen2.5-0.5B,9,0.375,mean,raw,r10,0.6416015625,512,12
Qwen/Qwen2.5-0.5B,9,0.375,mean,raw,mrr,0.5598881804990625,512,12
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,mean,raw,r1,0.5255533854166666,512,12
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,mean,raw,r5,0.6232096354166666,512,12
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,mean,raw,r10,0.6541341145833334,512,12
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,mean,raw,mrr,0.572448716430223,512,12
Qwen/Qwen2.5-0.5B,11,0.4583333333333333,mean,raw,r1,0.5242513020833334,512,12
Qwen/Qwen2.5-0.5B,11,0.4583333333333333,mean,raw,r5,0.6197916666666666,512,12
Qwen/Qwen2.5-0.5B,11,0.4583333333333333,mean,raw,r10,0.6512044270833334,512,12
Qwen/Qwen2.5-0.5B,11,0.4583333333333333,mean,raw,mrr,0.5707652862171215,512,12
Qwen/Qwen2.5-0.5B,12,0.5,mean,raw,r1,0.52734375,512,12
Qwen/Qwen2.5-0.5B,12,0.5,mean,raw,r5,0.6222330729166666,512,12
Qwen/Qwen2.5-0.5B,12,0.5,mean,raw,r10,0.65380859375,512,12
Qwen/Qwen2.5-0.5B,12,0.5,mean,raw,mrr,0.5738004815939954,512,12
Qwen/Qwen2.5-0.5B,13,0.5416666666666666,mean,raw,r1,0.52197265625,512,12
Qwen/Qwen2.5-0.5B,13,0.5416666666666666,mean,raw,r5,0.6209309895833334,512,12
Qwen/Qwen2.5-0.5B,13,0.5416666666666666,mean,raw,r10,0.6520182291666666,512,12
Qwen/Qwen2.5-0.5B,13,0.5416666666666666,mean,raw,mrr,0.570054803721088,512,12
Qwen/Qwen2.5-0.5B,14,0.5833333333333334,mean,raw,r1,0.5123697916666666,512,12
Qwen/Qwen2.5-0.5B,14,0.5833333333333334,mean,raw,r5,0.6144205729166666,512,12
Qwen/Qwen2.5-0.5B,14,0.5833333333333334,mean,raw,r10,0.6458333333333334,512,12
Qwen/Qwen2.5-0.5B,14,0.5833333333333334,mean,raw,mrr,0.5618677423703745,512,12
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,r1,0.5724283854166666,512,12
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,r5,0.6642252604166666,512,12
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,r10,0.6917317708333334,512,12
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,mrr,0.6173161863789546,512,12
Qwen/Qwen2.5-0.5B,16,0.6666666666666666,mean,raw,r1,0.50341796875,512,12
Qwen/Qwen2.5-0.5B,16,0.6666666666666666,mean,raw,r5,0.6124674479166666,512,12
Qwen/Qwen2.5-0.5B,16,0.6666666666666666,mean,raw,r10,0.6507161458333334,512,12
Qwen/Qwen2.5-0.5B,16,0.6666666666666666,mean,raw,mrr,0.55635814651418,512,12
Qwen/Qwen2.5-0.5B,17,0.7083333333333334,mean,raw,r1,0.5579427083333334,512,12
Qwen/Qwen2.5-0.5B,17,0.7083333333333334,mean,raw,r5,0.65966796875,512,12
Qwen/Qwen2.5-0.5B,17,0.7083333333333334,mean,raw,r10,0.6907552083333334,512,12
Qwen/Qwen2.5-0.5B,17,0.7083333333333334,mean,raw,mrr,0.6066806247652118,512,12
Qwen/Qwen2.5-0.5B,18,0.75,mean,raw,r1,0.4801432291666667,512,12
Qwen/Qwen2.5-0.5B,18,0.75,mean,raw,r5,0.5828450520833334,512,12
Qwen/Qwen2.5-0.5B,18,0.75,mean,raw,r10,0.6188151041666666,512,12
Qwen/Qwen2.5-0.5B,18,0.75,mean,raw,mrr,0.5308342135726535,512,12
Qwen/Qwen2.5-0.5B,19,0.7916666666666666,mean,raw,r1,0.4822591145833333,512,12
Qwen/Qwen2.5-0.5B,19,0.7916666666666666,mean,raw,r5,0.5901692708333334,512,12
Qwen/Qwen2.5-0.5B,19,0.7916666666666666,mean,raw,r10,0.6199544270833334,512,12
Qwen/Qwen2.5-0.5B,19,0.7916666666666666,mean,raw,mrr,0.5341992441797866,512,12
Qwen/Qwen2.5-0.5B,20,0.8333333333333334,mean,raw,r1,0.45361328125,512,12
Qwen/Qwen2.5-0.5B,20,0.8333333333333334,mean,raw,r5,0.56689453125,512,12
Qwen/Qwen2.5-0.5B,20,0.8333333333333334,mean,raw,r10,0.6064453125,512,12
Qwen/Qwen2.5-0.5B,20,0.8333333333333334,mean,raw,mrr,0.5090698449620569,512,12
Qwen/Qwen2.5-0.5B,21,0.875,mean,raw,r1,0.3860677083333333,512,12
Qwen/Qwen2.5-0.5B,21,0.875,mean,raw,r5,0.5257161458333334,512,12
Qwen/Qwen2.5-0.5B,21,0.875,mean,raw,r10,0.5760091145833334,512,12
Qwen/Qwen2.5-0.5B,21,0.875,mean,raw,mrr,0.45432706791160554,512,12
Qwen/Qwen2.5-0.5B,22,0.9166666666666666,mean,raw,r1,0.5183919270833334,512,12
Qwen/Qwen2.5-0.5B,22,0.9166666666666666,mean,raw,r5,0.7696940104166666,512,12
Qwen/Qwen2.5-0.5B,22,0.9166666666666666,mean,raw,r10,0.8595377604166666,512,12
Qwen/Qwen2.5-0.5B,22,0.9166666666666666,mean,raw,mrr,0.6288564184504796,512,12
Qwen/Qwen2.5-0.5B,23,0.9583333333333334,mean,raw,r1,0.3466796875,512,12
Qwen/Qwen2.5-0.5B,23,0.9583333333333334,mean,raw,r5,0.5696614583333334,512,12
Qwen/Qwen2.5-0.5B,23,0.9583333333333334,mean,raw,r10,0.6923828125,512,12
Qwen/Qwen2.5-0.5B,23,0.9583333333333334,mean,raw,mrr,0.45700112637408435,512,12
Qwen/Qwen2.5-0.5B,24,1.0,mean,raw,r1,0.043294270833333336,512,12
Qwen/Qwen2.5-0.5B,24,1.0,mean,raw,r5,0.12060546875,512,12
Qwen/Qwen2.5-0.5B,24,1.0,mean,raw,r10,0.18277994791666666,512,12
Qwen/Qwen2.5-0.5B,24,1.0,mean,raw,mrr,0.0948446426593846,512,12
