model,layer,normalized_depth,pooling,source_language,target_language,condition,metric,value,n
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,ja,ko,raw,r1,0.6171875,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,ja,ko,raw,r5,0.806640625,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,ja,ko,raw,r10,0.853515625,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,ja,ko,raw,mrr,0.7013878977655719,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,ja,zh,raw,r1,0.56640625,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,ja,zh,raw,r5,0.755859375,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,ja,zh,raw,r10,0.798828125,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,ja,zh,raw,mrr,0.6512956934791447,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,en,raw,r1,0.7578125,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,en,raw,r5,0.859375,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,en,raw,r10,0.900390625,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,en,raw,mrr,0.8082957038640247,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,ko,raw,r1,0.552734375,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,ko,raw,r5,0.71875,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,ko,raw,r10,0.779296875,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,ko,raw,mrr,0.6294553492916686,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,ja,raw,r1,0.419921875,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,ja,raw,r5,0.634765625,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,ja,raw,r10,0.68359375,512
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,last_token,zh,ja,raw,mrr,0.51467817691916,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,ko,raw,r1,0.74609375,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,ko,raw,r5,0.865234375,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,ko,raw,r10,0.890625,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,ko,raw,mrr,0.7978691003507858,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,ja,raw,r1,0.595703125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,ja,raw,r5,0.767578125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,ja,raw,r10,0.833984375,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,ja,raw,mrr,0.6803728322863518,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,zh,raw,r1,0.841796875,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,zh,raw,r5,0.921875,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,zh,raw,r10,0.94140625,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,en,zh,raw,mrr,0.876436419938553,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,en,raw,r1,0.701171875,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,en,raw,r5,0.830078125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,en,raw,r10,0.8671875,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,en,raw,mrr,0.7609292667034598,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,ja,raw,r1,0.58203125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,ja,raw,r5,0.728515625,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,ja,raw,r10,0.796875,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,ja,raw,mrr,0.6508490626816523,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,zh,raw,r1,0.599609375,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,zh,raw,r5,0.75390625,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,zh,raw,r10,0.8046875,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ko,zh,raw,mrr,0.6749571061174106,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,en,raw,r1,0.69140625,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,en,raw,r5,0.859375,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,en,raw,r10,0.896484375,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,en,raw,mrr,0.7636672953971505,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,ko,raw,r1,0.666015625,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,ko,raw,r5,0.83203125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,ko,raw,r10,0.86328125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,ko,raw,mrr,0.7376251492736959,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,zh,raw,r1,0.611328125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,zh,raw,r5,0.80078125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,zh,raw,r10,0.8359375,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,ja,zh,raw,mrr,0.6955457116267827,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,en,raw,r1,0.79296875,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,en,raw,r5,0.890625,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,en,raw,r10,0.927734375,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,en,raw,mrr,0.8404438122736457,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,ko,raw,r1,0.6015625,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,ko,raw,r5,0.76953125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,ko,raw,r10,0.80859375,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,ko,raw,mrr,0.6756620049780646,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,ja,raw,r1,0.48828125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,ja,raw,r5,0.689453125,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,ja,raw,r10,0.75,512
trillionlabs/Tri-0.5B-Base,12,0.5,last_token,zh,ja,raw,mrr,0.5844925934156263,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,ko,raw,r1,0.77734375,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,ko,raw,r5,0.880859375,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,ko,raw,r10,0.90234375,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,ko,raw,mrr,0.8199633264387267,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,ja,raw,r1,0.642578125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,ja,raw,r5,0.8203125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,ja,raw,r10,0.873046875,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,ja,raw,mrr,0.7213558485137807,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,zh,raw,r1,0.837890625,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,zh,raw,r5,0.94140625,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,zh,raw,r10,0.953125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,en,zh,raw,mrr,0.8802458309420167,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,en,raw,r1,0.728515625,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,en,raw,r5,0.857421875,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,en,raw,r10,0.888671875,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,en,raw,mrr,0.7899231556438528,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,ja,raw,r1,0.59375,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,ja,raw,r5,0.755859375,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,ja,raw,r10,0.81640625,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,ja,raw,mrr,0.67234954450818,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,zh,raw,r1,0.615234375,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,zh,raw,r5,0.80078125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,zh,raw,r10,0.84765625,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ko,zh,raw,mrr,0.6994687967228634,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,en,raw,r1,0.712890625,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,en,raw,r5,0.873046875,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,en,raw,r10,0.908203125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,en,raw,mrr,0.7834646141725774,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,ko,raw,r1,0.689453125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,ko,raw,r5,0.84375,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,ko,raw,r10,0.87109375,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,ko,raw,mrr,0.7584792791670989,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,zh,raw,r1,0.658203125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,zh,raw,r5,0.828125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,zh,raw,r10,0.86328125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,ja,zh,raw,mrr,0.7358639010941395,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,en,raw,r1,0.818359375,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,en,raw,r5,0.908203125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,en,raw,r10,0.9296875,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,en,raw,mrr,0.8593115787617782,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,ko,raw,r1,0.6328125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,ko,raw,r5,0.78515625,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,ko,raw,r10,0.837890625,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,ko,raw,mrr,0.703487001689929,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,ja,raw,r1,0.537109375,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,ja,raw,r5,0.732421875,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,ja,raw,r10,0.783203125,512
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,last_token,zh,ja,raw,mrr,0.6268195337358339,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,ko,raw,r1,0.7578125,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,ko,raw,r5,0.87109375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,ko,raw,r10,0.900390625,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,ko,raw,mrr,0.8066109528244159,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,ja,raw,r1,0.5859375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,ja,raw,r5,0.765625,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,ja,raw,r10,0.818359375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,ja,raw,mrr,0.6691921303876569,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,zh,raw,r1,0.810546875,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,zh,raw,r5,0.9296875,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,zh,raw,r10,0.9453125,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,en,zh,raw,mrr,0.8615893601707166,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,en,raw,r1,0.7109375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,en,raw,r5,0.849609375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,en,raw,r10,0.88671875,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,en,raw,mrr,0.7723832414536973,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,ja,raw,r1,0.5703125,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,ja,raw,r5,0.71484375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,ja,raw,r10,0.7734375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,ja,raw,mrr,0.6405915425314156,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,zh,raw,r1,0.61328125,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,zh,raw,r5,0.783203125,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,zh,raw,r10,0.83203125,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ko,zh,raw,mrr,0.6932841403831733,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,en,raw,r1,0.685546875,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,en,raw,r5,0.84765625,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,en,raw,r10,0.89453125,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,en,raw,mrr,0.7621776799264142,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,ko,raw,r1,0.65234375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,ko,raw,r5,0.83203125,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,ko,raw,r10,0.869140625,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,ko,raw,mrr,0.733087847500721,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,zh,raw,r1,0.60546875,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,zh,raw,r5,0.8046875,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,zh,raw,r10,0.849609375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,ja,zh,raw,mrr,0.6971072777742068,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,en,raw,r1,0.783203125,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,en,raw,r5,0.884765625,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,en,raw,r10,0.916015625,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,en,raw,mrr,0.8299779750995678,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,ko,raw,r1,0.615234375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,ko,raw,r5,0.771484375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,ko,raw,r10,0.833984375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,ko,raw,mrr,0.6878999317403578,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,ja,raw,r1,0.49609375,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,ja,raw,r5,0.673828125,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,ja,raw,r10,0.73046875,512
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,last_token,zh,ja,raw,mrr,0.5845818792956599,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,ko,raw,r1,0.70703125,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,ko,raw,r5,0.853515625,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,ko,raw,r10,0.884765625,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,ko,raw,mrr,0.7696079013452879,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,ja,raw,r1,0.48046875,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,ja,raw,r5,0.66015625,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,ja,raw,r10,0.744140625,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,ja,raw,mrr,0.5710431905113457,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,zh,raw,r1,0.78515625,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,zh,raw,r5,0.908203125,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,zh,raw,r10,0.935546875,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,en,zh,raw,mrr,0.8436379896758714,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,en,raw,r1,0.689453125,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,en,raw,r5,0.84375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,en,raw,r10,0.890625,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,en,raw,mrr,0.7622996447654897,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,ja,raw,r1,0.55078125,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,ja,raw,r5,0.6875,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,ja,raw,r10,0.75,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,ja,raw,mrr,0.6185657848948422,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,zh,raw,r1,0.615234375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,zh,raw,r5,0.787109375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,zh,raw,r10,0.833984375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ko,zh,raw,mrr,0.6946959133323244,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,en,raw,r1,0.671875,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,en,raw,r5,0.84375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,en,raw,r10,0.888671875,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,en,raw,mrr,0.7490241070448882,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,ko,raw,r1,0.658203125,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,ko,raw,r5,0.830078125,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,ko,raw,r10,0.869140625,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,ko,raw,mrr,0.7358435056065233,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,zh,raw,r1,0.58984375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,zh,raw,r5,0.80859375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,zh,raw,r10,0.8515625,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,ja,zh,raw,mrr,0.6900802329729225,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,en,raw,r1,0.77734375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,en,raw,r5,0.888671875,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,en,raw,r10,0.927734375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,en,raw,mrr,0.8291821366431398,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,ko,raw,r1,0.595703125,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,ko,raw,r5,0.76953125,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,ko,raw,r10,0.818359375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,ko,raw,mrr,0.6765458694471619,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,ja,raw,r1,0.427734375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,ja,raw,r5,0.634765625,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,ja,raw,r10,0.693359375,512
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,zh,ja,raw,mrr,0.5251161047154858,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,ko,raw,r1,0.7421875,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,ko,raw,r5,0.875,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,ko,raw,r10,0.90234375,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,ko,raw,mrr,0.8029470868980739,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,ja,raw,r1,0.5703125,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,ja,raw,r5,0.759765625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,ja,raw,r10,0.81640625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,ja,raw,mrr,0.6622892470232875,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,zh,raw,r1,0.794921875,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,zh,raw,r5,0.939453125,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,zh,raw,r10,0.966796875,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,en,zh,raw,mrr,0.859271966005198,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,en,raw,r1,0.71484375,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,en,raw,r5,0.853515625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,en,raw,r10,0.884765625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,en,raw,mrr,0.7785420808056055,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,ja,raw,r1,0.556640625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,ja,raw,r5,0.703125,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,ja,raw,r10,0.751953125,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,ja,raw,mrr,0.6270084249842256,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,zh,raw,r1,0.669921875,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,zh,raw,r5,0.8125,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,zh,raw,r10,0.869140625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ko,zh,raw,mrr,0.733871360209412,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,en,raw,r1,0.68359375,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,en,raw,r5,0.869140625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,en,raw,r10,0.90625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,en,raw,mrr,0.7654188058463324,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,ko,raw,r1,0.7109375,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,ko,raw,r5,0.849609375,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,ko,raw,r10,0.884765625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,ko,raw,mrr,0.7706990442115307,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,zh,raw,r1,0.640625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,zh,raw,r5,0.826171875,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,zh,raw,r10,0.880859375,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,ja,zh,raw,mrr,0.7227231286824409,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,en,raw,r1,0.78515625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,en,raw,r5,0.90625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,en,raw,r10,0.943359375,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,en,raw,mrr,0.8422237797932526,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,ko,raw,r1,0.658203125,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,ko,raw,r5,0.8203125,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,ko,raw,r10,0.84765625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,ko,raw,mrr,0.7271582956759481,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,ja,raw,r1,0.47265625,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,ja,raw,r5,0.646484375,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,ja,raw,r10,0.705078125,512
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,zh,ja,raw,mrr,0.5539671222610324,512
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,en,ko,raw,r1,0.703125,512
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,en,ko,raw,r5,0.859375,512
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,en,ko,raw,r10,0.892578125,512
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,en,ko,raw,mrr,0.7729913104838757,512
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,en,ja,raw,r1,0.4765625,512
