model,layer,normalized_depth,pooling,condition,train_language,test_language,metric,value,accuracy,macro_f1,english_score,transfer_gap,n_train,n_centroid_samples,n_eval,n_classes
trillionlabs/Tri-0.5B-Base,6,0.25,mean,per-language-centered,en,ko,accuracy,0.5906666666666667,0.5906666666666667,0.5309440662082567,0.7986666666666666,0.20799999999999996,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,6,0.25,mean,per-language-centered,en,ko,macro_f1,0.5309440662082567,0.5906666666666667,0.5309440662082567,0.7388779987457708,0.20793393253751402,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,6,0.25,mean,per-language-centered,en,ja,accuracy,0.5846666666666667,0.5846666666666667,0.5236299628701413,0.7986666666666666,0.21399999999999997,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,6,0.25,mean,per-language-centered,en,ja,macro_f1,0.5236299628701413,0.5846666666666667,0.5236299628701413,0.7388779987457708,0.21524803587562946,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,6,0.25,mean,per-language-centered,en,zh,accuracy,0.5766666666666667,0.5766666666666667,0.5121642463655918,0.7986666666666666,0.22199999999999998,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,6,0.25,mean,per-language-centered,en,zh,macro_f1,0.5121642463655918,0.5766666666666667,0.5121642463655918,0.7388779987457708,0.226713752380179,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,raw,en,en,accuracy,0.8013333333333333,0.8013333333333333,0.7512704973174972,0.8013333333333333,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,raw,en,en,macro_f1,0.7512704973174972,0.8013333333333333,0.7512704973174972,0.7512704973174972,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,raw,en,ko,accuracy,0.5753333333333334,0.5753333333333334,0.4957723618717989,0.8013333333333333,0.22599999999999998,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,raw,en,ko,macro_f1,0.4957723618717989,0.5753333333333334,0.4957723618717989,0.7512704973174972,0.25549813544569827,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,raw,en,ja,accuracy,0.572,0.572,0.5049158186279054,0.8013333333333333,0.2293333333333334,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,raw,en,ja,macro_f1,0.5049158186279054,0.572,0.5049158186279054,0.7512704973174972,0.24635467868959182,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,raw,en,zh,accuracy,0.5273333333333333,0.5273333333333333,0.45280743322858463,0.8013333333333333,0.274,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,raw,en,zh,macro_f1,0.45280743322858463,0.5273333333333333,0.45280743322858463,0.7512704973174972,0.29846306408891254,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,global-centered,en,en,accuracy,0.8013333333333333,0.8013333333333333,0.7512704973174972,0.8013333333333333,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,global-centered,en,en,macro_f1,0.7512704973174972,0.8013333333333333,0.7512704973174972,0.7512704973174972,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,global-centered,en,ko,accuracy,0.5753333333333334,0.5753333333333334,0.4957723618717989,0.8013333333333333,0.22599999999999998,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,global-centered,en,ko,macro_f1,0.4957723618717989,0.5753333333333334,0.4957723618717989,0.7512704973174972,0.25549813544569827,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,global-centered,en,ja,accuracy,0.572,0.572,0.5049158186279054,0.8013333333333333,0.2293333333333334,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,global-centered,en,ja,macro_f1,0.5049158186279054,0.572,0.5049158186279054,0.7512704973174972,0.24635467868959182,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,global-centered,en,zh,accuracy,0.5273333333333333,0.5273333333333333,0.45280743322858463,0.8013333333333333,0.274,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,global-centered,en,zh,macro_f1,0.45280743322858463,0.5273333333333333,0.45280743322858463,0.7512704973174972,0.29846306408891254,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,per-language-centered,en,en,accuracy,0.8013333333333333,0.8013333333333333,0.7512704973174972,0.8013333333333333,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,per-language-centered,en,en,macro_f1,0.7512704973174972,0.8013333333333333,0.7512704973174972,0.7512704973174972,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,per-language-centered,en,ko,accuracy,0.6173333333333333,0.6173333333333333,0.5485084258907063,0.8013333333333333,0.18400000000000005,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,per-language-centered,en,ko,macro_f1,0.5485084258907063,0.6173333333333333,0.5485084258907063,0.7512704973174972,0.20276207142679092,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,per-language-centered,en,ja,accuracy,0.6286666666666667,0.6286666666666667,0.5783948716053963,0.8013333333333333,0.17266666666666663,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,per-language-centered,en,ja,macro_f1,0.5783948716053963,0.6286666666666667,0.5783948716053963,0.7512704973174972,0.1728756257121009,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,per-language-centered,en,zh,accuracy,0.5686666666666667,0.5686666666666667,0.5176244318864766,0.8013333333333333,0.2326666666666667,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,12,0.5,mean,per-language-centered,en,zh,macro_f1,0.5176244318864766,0.5686666666666667,0.5176244318864766,0.7512704973174972,0.23364606543102062,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,raw,en,en,accuracy,0.7726666666666666,0.7726666666666666,0.7233559883134916,0.7726666666666666,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,raw,en,en,macro_f1,0.7233559883134916,0.7726666666666666,0.7233559883134916,0.7233559883134916,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,raw,en,ko,accuracy,0.2926666666666667,0.2926666666666667,0.24324476578557652,0.7726666666666666,0.4799999999999999,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,raw,en,ko,macro_f1,0.24324476578557652,0.2926666666666667,0.24324476578557652,0.7233559883134916,0.48011122252791505,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,raw,en,ja,accuracy,0.302,0.302,0.27145350776841476,0.7726666666666666,0.4706666666666666,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,raw,en,ja,macro_f1,0.27145350776841476,0.302,0.27145350776841476,0.7233559883134916,0.4519024805450768,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,raw,en,zh,accuracy,0.2966666666666667,0.2966666666666667,0.2801235197456758,0.7726666666666666,0.4759999999999999,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,raw,en,zh,macro_f1,0.2801235197456758,0.2966666666666667,0.2801235197456758,0.7233559883134916,0.4432324685678158,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,global-centered,en,en,accuracy,0.7726666666666666,0.7726666666666666,0.7233559883134916,0.7726666666666666,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,global-centered,en,en,macro_f1,0.7233559883134916,0.7726666666666666,0.7233559883134916,0.7233559883134916,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,global-centered,en,ko,accuracy,0.2926666666666667,0.2926666666666667,0.24324476578557652,0.7726666666666666,0.4799999999999999,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,global-centered,en,ko,macro_f1,0.24324476578557652,0.2926666666666667,0.24324476578557652,0.7233559883134916,0.48011122252791505,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,global-centered,en,ja,accuracy,0.302,0.302,0.27145350776841476,0.7726666666666666,0.4706666666666666,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,global-centered,en,ja,macro_f1,0.27145350776841476,0.302,0.27145350776841476,0.7233559883134916,0.4519024805450768,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,global-centered,en,zh,accuracy,0.2966666666666667,0.2966666666666667,0.2801235197456758,0.7726666666666666,0.4759999999999999,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,global-centered,en,zh,macro_f1,0.2801235197456758,0.2966666666666667,0.2801235197456758,0.7233559883134916,0.4432324685678158,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,per-language-centered,en,en,accuracy,0.7726666666666666,0.7726666666666666,0.7233559883134916,0.7726666666666666,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,per-language-centered,en,en,macro_f1,0.7233559883134916,0.7726666666666666,0.7233559883134916,0.7233559883134916,0.0,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,per-language-centered,en,ko,accuracy,0.534,0.534,0.4829742398092896,0.7726666666666666,0.23866666666666658,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,per-language-centered,en,ko,macro_f1,0.4829742398092896,0.534,0.4829742398092896,0.7233559883134916,0.24038174850420196,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,per-language-centered,en,ja,accuracy,0.494,0.494,0.4719450683989091,0.7726666666666666,0.2786666666666666,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,per-language-centered,en,ja,macro_f1,0.4719450683989091,0.494,0.4719450683989091,0.7233559883134916,0.2514109199145825,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,per-language-centered,en,zh,accuracy,0.5266666666666666,0.5266666666666666,0.4986413296125122,0.7726666666666666,0.246,3000,3000,1500,60
trillionlabs/Tri-0.5B-Base,24,1.0,mean,per-language-centered,en,zh,macro_f1,0.4986413296125122,0.5266666666666666,0.4986413296125122,0.7233559883134916,0.2247146587009794,3000,3000,1500,60
