model,layer,relative_position,source_language,target_language,metric,value,n
trillionlabs/Tri-0.5B-Base,7,1.0,zh,ko,r1,0.419921875,512
trillionlabs/Tri-0.5B-Base,7,1.0,zh,ja,r1,0.302734375,512
trillionlabs/Tri-0.5B-Base,8,1.0,en,ko,r1,0.607421875,512
trillionlabs/Tri-0.5B-Base,8,1.0,en,ja,r1,0.37890625,512
trillionlabs/Tri-0.5B-Base,8,1.0,en,zh,r1,0.5703125,512
trillionlabs/Tri-0.5B-Base,8,1.0,ko,en,r1,0.50390625,512
trillionlabs/Tri-0.5B-Base,8,1.0,ko,ja,r1,0.365234375,512
trillionlabs/Tri-0.5B-Base,8,1.0,ko,zh,r1,0.283203125,512
trillionlabs/Tri-0.5B-Base,8,1.0,ja,en,r1,0.52734375,512
trillionlabs/Tri-0.5B-Base,8,1.0,ja,ko,r1,0.505859375,512
trillionlabs/Tri-0.5B-Base,8,1.0,ja,zh,r1,0.421875,512
trillionlabs/Tri-0.5B-Base,8,1.0,zh,en,r1,0.623046875,512
trillionlabs/Tri-0.5B-Base,8,1.0,zh,ko,r1,0.41015625,512
trillionlabs/Tri-0.5B-Base,8,1.0,zh,ja,r1,0.296875,512
trillionlabs/Tri-0.5B-Base,9,1.0,en,ko,r1,0.6796875,512
trillionlabs/Tri-0.5B-Base,9,1.0,en,ja,r1,0.498046875,512
trillionlabs/Tri-0.5B-Base,9,1.0,en,zh,r1,0.689453125,512
trillionlabs/Tri-0.5B-Base,9,1.0,ko,en,r1,0.59765625,512
trillionlabs/Tri-0.5B-Base,9,1.0,ko,ja,r1,0.48046875,512
trillionlabs/Tri-0.5B-Base,9,1.0,ko,zh,r1,0.412109375,512
trillionlabs/Tri-0.5B-Base,9,1.0,ja,en,r1,0.63671875,512
trillionlabs/Tri-0.5B-Base,9,1.0,ja,ko,r1,0.587890625,512
trillionlabs/Tri-0.5B-Base,9,1.0,ja,zh,r1,0.509765625,512
trillionlabs/Tri-0.5B-Base,9,1.0,zh,en,r1,0.716796875,512
trillionlabs/Tri-0.5B-Base,9,1.0,zh,ko,r1,0.486328125,512
trillionlabs/Tri-0.5B-Base,9,1.0,zh,ja,r1,0.392578125,512
