model,block_layer,stage,pooling,condition,source_language,target_language,metric,value,k,n_train,n_eval
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,en,zh,r1,0.873046875,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,en,zh,mrr,0.9188670240205765,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ko,en,r1,0.328125,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ko,en,mrr,0.42868369866152944,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ko,ja,r1,0.572265625,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ko,ja,mrr,0.676400210334742,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ko,zh,r1,0.513671875,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ko,zh,mrr,0.6119791370793314,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ja,en,r1,0.517578125,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ja,en,mrr,0.6279183034223285,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ja,ko,r1,0.7109375,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ja,ko,mrr,0.7872286675208324,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ja,zh,r1,0.734375,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,ja,zh,mrr,0.8099142348341848,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,zh,en,r1,0.80078125,3,1024,2048
Qwen/Qwen2.5-0.5B,22,post_attention,last_token,raw,zh,en,mrr,0.8643622150106522,3,1024,2048
