model,pooling,layer,target_language,metric,retrieval_raw,retrieval_centered,retrieval_gain,transfer_raw,transfer_centered,transfer_gain,pearson_r,spearman_r
trillionlabs/Tri-0.5B-Base,last_token,0,zh,accuracy,0.0032552083333333335,0.0032552083333333335,0.0,0.12666666666666668,0.132,0.005333333333333329,0.5949899608896733,0.7360175670948295
trillionlabs/Tri-0.5B-Base,last_token,12,ja,accuracy,0.552734375,0.5860677083333333,0.033333333333333326,0.3453333333333333,0.3393333333333333,-0.006000000000000005,0.5949899608896733,0.7360175670948295
trillionlabs/Tri-0.5B-Base,last_token,12,ko,accuracy,0.6725260416666666,0.6750651041666667,0.002539062500000022,0.2853333333333333,0.30133333333333334,0.016000000000000014,0.5949899608896733,0.7360175670948295
trillionlabs/Tri-0.5B-Base,last_token,12,zh,accuracy,0.685546875,0.7104817708333333,0.024934895833333304,0.44133333333333336,0.43866666666666665,-0.002666666666666706,0.5949899608896733,0.7360175670948295
trillionlabs/Tri-0.5B-Base,last_token,13,ja,accuracy,0.5911458333333334,0.6134114583333333,0.022265624999999956,0.36933333333333335,0.37133333333333335,0.0020000000000000018,0.5949899608896733,0.7360175670948295
trillionlabs/Tri-0.5B-Base,last_token,13,ko,accuracy,0.7005208333333334,0.7046223958333333,0.004101562499999933,0.2966666666666667,0.316,0.019333333333333313,0.5949899608896733,0.7360175670948295
trillionlabs/Tri-0.5B-Base,last_token,13,zh,accuracy,0.7044270833333334,0.7368489583333333,0.03242187499999993,0.4533333333333333,0.4513333333333333,-0.0020000000000000018,0.5949899608896733,0.7360175670948295
trillionlabs/Tri-0.5B-Base,last_token,24,ja,accuracy,0.140625,0.3260416666666667,0.18541666666666667,0.056,0.288,0.23199999999999998,0.5949899608896733,0.7360175670948295
trillionlabs/Tri-0.5B-Base,last_token,24,ko,accuracy,0.11588541666666667,0.3321614583333333,0.21627604166666664,0.09466666666666666,0.35333333333333333,0.25866666666666666,0.5949899608896733,0.7360175670948295
trillionlabs/Tri-0.5B-Base,last_token,24,zh,accuracy,0.259765625,0.44231770833333334,0.18255208333333334,0.06333333333333334,0.48333333333333334,0.42,0.5949899608896733,0.7360175670948295
trillionlabs/Tri-0.5B-Base,mean,0,ja,accuracy,0.6536458333333334,0.7059895833333333,0.05234374999999991,0.24933333333333332,0.29933333333333334,0.05000000000000002,0.5949899608896733,0.7360175670948295
