model,block_layer,stage,pooling,condition,source_language,target_language,metric,value,k,n_train,n_eval
trillionlabs/Tri-0.5B-Base,7,output,mean,per-language-centered,ja,zh,r1,0.42578125,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,output,mean,per-language-centered,ja,zh,mrr,0.4532819180049609,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,output,mean,per-language-centered,zh,en,r1,0.30078125,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,output,mean,per-language-centered,zh,en,mrr,0.33702434734523623,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,output,mean,per-language-centered,zh,ko,r1,0.390625,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,output,mean,per-language-centered,zh,ko,mrr,0.4336568748309808,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,output,mean,per-language-centered,zh,ja,r1,0.419921875,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,output,mean,per-language-centered,zh,ja,mrr,0.4578160591336473,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,output,mean,raw,,,language_probe_accuracy,0.9990234375,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,output,mean,raw,,,language_probe_macro_f1,0.9990229583313446,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,geometry,,,centroid_separation,113.0201416015625,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,geometry,,,centroid_norm,502.88568115234375,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,geometry,,,language_subspace_variance_fraction,0.2379923086821796,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,geometry,,,language_subspace_centroid_variance,1.0,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,geometry,,,anisotropy,0.938007496574387,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,geometry,,,stable_rank,6.587385585874129,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,en,ko,r1,0.615234375,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,en,ko,mrr,0.6852348820852017,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,en,ja,r1,0.42578125,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,en,ja,mrr,0.5191092780900308,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,en,zh,r1,0.578125,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,en,zh,mrr,0.6645891559681825,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,ko,en,r1,0.556640625,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,ko,en,mrr,0.6274301073182886,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,ko,ja,r1,0.396484375,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,ko,ja,mrr,0.4904900453844261,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,ko,zh,r1,0.33203125,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,ko,zh,mrr,0.4186800870734999,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,ja,en,r1,0.53125,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,ja,en,mrr,0.6145703803563023,3,1024,2048
trillionlabs/Tri-0.5B-Base,7,post_attention,last_token,raw,ja,ko,r1,0.501953125,3,1024,2048
