model,layer,normalized_depth,pooling,condition,seed,source_language,target_language,metric,value,n_train,n_eval
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,remove_language,,,,language_probe_accuracy,0.99267578125,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,last_token,remove_language,,,,language_probe_macro_f1,0.9926786255309176,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,en,ko,r1,0.681640625,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,en,ko,mrr,0.7466111862617624,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,en,ja,r1,0.478515625,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,en,ja,mrr,0.5654966371219328,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,en,zh,r1,0.734375,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,en,zh,mrr,0.802589977845276,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ko,en,r1,0.560546875,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ko,en,mrr,0.6450539591725578,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ko,ja,r1,0.5703125,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ko,ja,mrr,0.6415509682065302,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ko,zh,r1,0.587890625,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ko,zh,mrr,0.6571125340702548,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ja,en,r1,0.4453125,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ja,en,mrr,0.5479893894238606,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ja,ko,r1,0.623046875,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ja,ko,mrr,0.6919134813996559,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ja,zh,r1,0.5078125,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,ja,zh,mrr,0.5980820402376323,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,zh,en,r1,0.69140625,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,zh,en,mrr,0.7683847805947559,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,zh,ko,r1,0.626953125,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,zh,ko,mrr,0.6985397997328917,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,zh,ja,r1,0.548828125,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,zh,ja,mrr,0.6206339975220716,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,,,language_probe_accuracy,0.99169921875,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,last_token,remove_language,,,,language_probe_macro_f1,0.9917038992623428,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,en,ko,r1,0.60546875,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,en,ko,mrr,0.6922287164966658,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,en,ja,r1,0.404296875,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,en,ja,mrr,0.49975795394033584,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,en,zh,r1,0.59375,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,en,zh,mrr,0.6822739403643391,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ko,en,r1,0.521484375,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ko,en,mrr,0.6154417998668151,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ko,ja,r1,0.568359375,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ko,ja,mrr,0.6357062552109005,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ko,zh,r1,0.580078125,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ko,zh,mrr,0.6559957376099361,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ja,en,r1,0.36328125,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ja,en,mrr,0.4677572536479109,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ja,ko,r1,0.58203125,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ja,ko,mrr,0.6603279160026442,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ja,zh,r1,0.51171875,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,ja,zh,mrr,0.6001400278320643,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,zh,en,r1,0.609375,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,zh,en,mrr,0.7002871318509636,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,zh,ko,r1,0.619140625,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,zh,ko,mrr,0.6856174818656577,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,zh,ja,r1,0.556640625,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,zh,ja,mrr,0.6232095396021593,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,,,language_probe_accuracy,0.99072265625,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,last_token,remove_language,,,,language_probe_macro_f1,0.9907278019746452,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,en,ko,r1,0.486328125,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,en,ko,mrr,0.579284359142088,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,en,ja,r1,0.275390625,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,en,ja,mrr,0.3705262528585186,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,en,zh,r1,0.44140625,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,en,zh,mrr,0.5514651867216496,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ko,en,r1,0.51171875,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ko,en,mrr,0.5973705969582705,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ko,ja,r1,0.53125,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ko,ja,mrr,0.5970387131573223,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ko,zh,r1,0.5546875,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ko,zh,mrr,0.6374945498434093,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ja,en,r1,0.33203125,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ja,en,mrr,0.44115527506253055,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ja,ko,r1,0.576171875,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ja,ko,mrr,0.6495499078258133,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ja,zh,r1,0.5078125,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,ja,zh,mrr,0.598587821765463,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,zh,en,r1,0.568359375,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,zh,en,mrr,0.6572465394525706,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,zh,ko,r1,0.591796875,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,zh,ko,mrr,0.6665690800976545,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,zh,ja,r1,0.5078125,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,zh,ja,mrr,0.5773144676916339,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,,,language_probe_accuracy,0.9912109375,1024,2048
trillionlabs/Tri-0.5B-Base,18,0.75,last_token,remove_language,,,,language_probe_macro_f1,0.9912137934033987,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,en,ko,r1,0.37109375,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,en,ko,mrr,0.48023920968876427,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,en,ja,r1,0.154296875,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,en,ja,mrr,0.2433711239956855,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,en,zh,r1,0.271484375,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,en,zh,mrr,0.3647044286601997,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ko,en,r1,0.587890625,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ko,en,mrr,0.669842237190637,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ko,ja,r1,0.595703125,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ko,ja,mrr,0.6564317264045767,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ko,zh,r1,0.65625,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ko,zh,mrr,0.722658955258221,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ja,en,r1,0.359375,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ja,en,mrr,0.4649870293406466,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ja,ko,r1,0.63671875,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ja,ko,mrr,0.6990353150592772,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ja,zh,r1,0.611328125,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,ja,zh,mrr,0.6843172575839891,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,zh,en,r1,0.578125,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,zh,en,mrr,0.6606369144918844,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,zh,ko,r1,0.669921875,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,zh,ko,mrr,0.7193043767425673,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,zh,ja,r1,0.572265625,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,zh,ja,mrr,0.635194941749673,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,,,language_probe_accuracy,0.9921875,1024,2048
trillionlabs/Tri-0.5B-Base,19,0.7916666666666666,last_token,remove_language,,,,language_probe_macro_f1,0.9921912709939134,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,en,ko,r1,0.564453125,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,en,ko,mrr,0.6447790866541216,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,en,ja,r1,0.27734375,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,en,ja,mrr,0.3870609109446508,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,en,zh,r1,0.404296875,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,en,zh,mrr,0.5104748039972828,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ko,en,r1,0.7109375,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ko,en,mrr,0.7801745745966259,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ko,ja,r1,0.6953125,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ko,ja,mrr,0.7450223345864031,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ko,zh,r1,0.728515625,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ko,zh,mrr,0.7872363596027534,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ja,en,r1,0.45703125,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ja,en,mrr,0.567690798613456,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ja,ko,r1,0.677734375,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ja,ko,mrr,0.7409855696159154,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ja,zh,r1,0.650390625,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,ja,zh,mrr,0.7189612390412211,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,zh,en,r1,0.689453125,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,zh,en,mrr,0.7603650951312808,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,zh,ko,r1,0.703125,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,zh,ko,mrr,0.7594180611928414,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,zh,ja,r1,0.666015625,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,zh,ja,mrr,0.719593405534876,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,,,language_probe_accuracy,0.990234375,1024,2048
trillionlabs/Tri-0.5B-Base,20,0.8333333333333334,last_token,remove_language,,,,language_probe_macro_f1,0.9902334134085247,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,en,ko,r1,0.345703125,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,en,ko,mrr,0.4500138167162774,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,en,ja,r1,0.16015625,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,en,ja,mrr,0.250931784790182,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,en,zh,r1,0.2578125,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,en,zh,mrr,0.34289444764659716,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ko,en,r1,0.662109375,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ko,en,mrr,0.7439898487470962,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ko,ja,r1,0.68359375,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ko,ja,mrr,0.7320359079576052,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ko,zh,r1,0.697265625,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ko,zh,mrr,0.7590391602086851,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ja,en,r1,0.40234375,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ja,en,mrr,0.5125661945310579,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ja,ko,r1,0.638671875,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ja,ko,mrr,0.7001564069182157,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ja,zh,r1,0.619140625,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,ja,zh,mrr,0.6818474030291983,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,zh,en,r1,0.630859375,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,zh,en,mrr,0.7162176230838478,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,zh,ko,r1,0.65234375,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,zh,ko,mrr,0.7176826855050252,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,zh,ja,r1,0.626953125,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,zh,ja,mrr,0.6901179523265577,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,,,language_probe_accuracy,0.9912109375,1024,2048
trillionlabs/Tri-0.5B-Base,21,0.875,last_token,remove_language,,,,language_probe_macro_f1,0.9912250613325015,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,en,ko,r1,0.203125,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,en,ko,mrr,0.2913047054989921,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,en,ja,r1,0.109375,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,en,ja,mrr,0.16402385642013767,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,en,zh,r1,0.15234375,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,en,zh,mrr,0.2144264429571109,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ko,en,r1,0.60546875,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ko,en,mrr,0.7095291415857277,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ko,ja,r1,0.6953125,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ko,ja,mrr,0.7445438976180279,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ko,zh,r1,0.69140625,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ko,zh,mrr,0.7521556143435641,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ja,en,r1,0.373046875,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ja,en,mrr,0.4942627980681772,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ja,ko,r1,0.615234375,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ja,ko,mrr,0.6839854490736617,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ja,zh,r1,0.6171875,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,ja,zh,mrr,0.6801517885908852,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,zh,en,r1,0.56640625,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,zh,en,mrr,0.6731682319224143,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,zh,ko,r1,0.640625,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,zh,ko,mrr,0.7064447375301112,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,zh,ja,r1,0.646484375,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,zh,ja,mrr,0.7070378243117719,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,,,language_probe_accuracy,0.9912109375,1024,2048
trillionlabs/Tri-0.5B-Base,22,0.9166666666666666,last_token,remove_language,,,,language_probe_macro_f1,0.991218430360333,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,en,ko,r1,0.048828125,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,en,ko,mrr,0.08407582673806643,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,en,ja,r1,0.029296875,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,en,ja,mrr,0.06063217919991776,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,en,zh,r1,0.052734375,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,en,zh,mrr,0.07978464618464072,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ko,en,r1,0.318359375,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ko,en,mrr,0.4400350191726121,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ko,ja,r1,0.64453125,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ko,ja,mrr,0.7041626021133317,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ko,zh,r1,0.6328125,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ko,zh,mrr,0.6984701877206252,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ja,en,r1,0.1171875,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ja,en,mrr,0.23589699001171927,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ja,ko,r1,0.564453125,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ja,ko,mrr,0.6293018800075396,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ja,zh,r1,0.556640625,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,ja,zh,mrr,0.6236166450195713,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,zh,en,r1,0.26953125,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,zh,en,mrr,0.3905857125003587,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,zh,ko,r1,0.572265625,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,zh,ko,mrr,0.6405735625771847,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,zh,ja,r1,0.603515625,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,zh,ja,mrr,0.6671467881141611,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,,,language_probe_accuracy,0.990234375,1024,2048
trillionlabs/Tri-0.5B-Base,23,0.9583333333333334,last_token,remove_language,,,,language_probe_macro_f1,0.9902390434213705,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,en,ko,r1,0.009765625,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,en,ko,mrr,0.03508528827733004,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,en,ja,r1,0.0078125,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,en,ja,mrr,0.028755253968855,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,en,zh,r1,0.009765625,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,en,zh,mrr,0.031924655836654894,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ko,en,r1,0.029296875,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ko,en,mrr,0.08392076315180219,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ko,ja,r1,0.65625,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ko,ja,mrr,0.7085522860863552,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ko,zh,r1,0.615234375,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ko,zh,mrr,0.6856176789401706,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,en,r1,0.009765625,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,en,mrr,0.056881177544585534,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,ko,r1,0.578125,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,ko,mrr,0.6408416222711264,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,zh,r1,0.578125,1024,2048
trillionlabs/Tri-0.5B-Base,24,1.0,last_token,remove_language,,ja,zh,mrr,0.6382761046011487,1024,2048
