model,layer,normalized_depth,pooling,condition,seed,source_language,target_language,metric,value,n_train,n_eval
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,en,ko,r1,0.296875,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,en,ko,mrr,0.34775627169854273,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,en,ja,r1,0.326171875,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,en,ja,mrr,0.39808085377160013,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,en,zh,r1,0.2421875,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,en,zh,mrr,0.31571640662989353,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ko,en,r1,0.203125,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ko,en,mrr,0.24458137617684847,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ko,ja,r1,0.296875,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ko,ja,mrr,0.3583065106875628,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ko,zh,r1,0.18359375,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ko,zh,mrr,0.24049652518592946,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ja,en,r1,0.294921875,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ja,en,mrr,0.34361976940144157,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ja,ko,r1,0.421875,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ja,ko,mrr,0.5006524829362844,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ja,zh,r1,0.498046875,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,ja,zh,mrr,0.5546903598001486,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,zh,en,r1,0.25,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,zh,en,mrr,0.30118880274835835,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,zh,ko,r1,0.37890625,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,zh,ko,mrr,0.45101749259432394,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,zh,ja,r1,0.50390625,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,zh,ja,mrr,0.566208967991165,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,,,language_probe_accuracy,0.99951171875,1024,2048
trillionlabs/Tri-0.5B-Base,9,0.375,mean,remove_random,1,,,language_probe_macro_f1,0.9995117182843383,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,en,ko,r1,0.314453125,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,en,ko,mrr,0.3690412478213859,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,en,ja,r1,0.359375,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,en,ja,mrr,0.431531447446735,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,en,zh,r1,0.28125,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,en,zh,mrr,0.35376479585865833,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ko,en,r1,0.224609375,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ko,en,mrr,0.2616828196828612,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ko,ja,r1,0.31640625,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ko,ja,mrr,0.38117901952398126,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ko,zh,r1,0.205078125,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ko,zh,mrr,0.26395595048957654,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ja,en,r1,0.314453125,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ja,en,mrr,0.3646777288417947,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ja,ko,r1,0.443359375,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ja,ko,mrr,0.5241576346758108,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ja,zh,r1,0.529296875,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,ja,zh,mrr,0.5785198865660177,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,zh,en,r1,0.267578125,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,zh,en,mrr,0.3193282908542503,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,zh,ko,r1,0.3828125,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,zh,ko,mrr,0.4637509820828926,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,zh,ja,r1,0.529296875,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,zh,ja,mrr,0.5889442915862035,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,,,language_probe_accuracy,0.998046875,1024,2048
trillionlabs/Tri-0.5B-Base,10,0.4166666666666667,mean,remove_random,1,,,language_probe_macro_f1,0.9980459194621272,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,en,ko,r1,0.333984375,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,en,ko,mrr,0.38507647475990575,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,en,ja,r1,0.376953125,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,en,ja,mrr,0.4438197608872325,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,en,zh,r1,0.294921875,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,en,zh,mrr,0.36728923687483955,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ko,en,r1,0.2265625,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ko,en,mrr,0.2612950689647181,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ko,ja,r1,0.32421875,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ko,ja,mrr,0.3902504812291485,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ko,zh,r1,0.234375,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ko,zh,mrr,0.2869837044188468,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ja,en,r1,0.318359375,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ja,en,mrr,0.36578067750050924,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ja,ko,r1,0.462890625,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ja,ko,mrr,0.5402483863473753,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ja,zh,r1,0.525390625,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,ja,zh,mrr,0.5828260542182193,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,zh,en,r1,0.26953125,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,zh,en,mrr,0.3219794425144353,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,zh,ko,r1,0.40625,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,zh,ko,mrr,0.4839055773176079,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,zh,ja,r1,0.53125,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,zh,ja,mrr,0.592064083301963,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,,,language_probe_accuracy,0.9990234375,1024,2048
trillionlabs/Tri-0.5B-Base,11,0.4583333333333333,mean,remove_random,1,,,language_probe_macro_f1,0.9990239120120274,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,en,ko,r1,0.341796875,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,en,ko,mrr,0.40065744330943287,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,en,ja,r1,0.400390625,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,en,ja,mrr,0.46659288229331386,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,en,zh,r1,0.318359375,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,en,zh,mrr,0.38936374140482205,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ko,en,r1,0.232421875,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ko,en,mrr,0.267211471293645,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ko,ja,r1,0.341796875,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ko,ja,mrr,0.40534561074220804,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ko,zh,r1,0.251953125,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ko,zh,mrr,0.30935193303412367,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ja,en,r1,0.33203125,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ja,en,mrr,0.3782968046100388,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ja,ko,r1,0.49609375,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ja,ko,mrr,0.56957143151995,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ja,zh,r1,0.54296875,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,ja,zh,mrr,0.6025697453462893,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,zh,en,r1,0.2734375,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,zh,en,mrr,0.3249699546235043,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,zh,ko,r1,0.427734375,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,zh,ko,mrr,0.5038916633792067,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,zh,ja,r1,0.55078125,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,zh,ja,mrr,0.6063954022495887,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,,,language_probe_accuracy,0.99755859375,1024,2048
trillionlabs/Tri-0.5B-Base,12,0.5,mean,remove_random,1,,,language_probe_macro_f1,0.9975571417782609,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,en,ko,r1,0.37109375,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,en,ko,mrr,0.4316139636750816,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,en,ja,r1,0.435546875,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,en,ja,mrr,0.4990699476169041,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,en,zh,r1,0.37109375,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,en,zh,mrr,0.44261449104604134,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ko,en,r1,0.24609375,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ko,en,mrr,0.2797567155935412,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ko,ja,r1,0.37890625,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ko,ja,mrr,0.4396847567937455,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ko,zh,r1,0.2890625,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ko,zh,mrr,0.34411860038099584,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ja,en,r1,0.345703125,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ja,en,mrr,0.3895071914903731,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ja,ko,r1,0.54296875,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ja,ko,mrr,0.6129394188432803,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ja,zh,r1,0.59375,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,ja,zh,mrr,0.640601955528566,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,zh,en,r1,0.294921875,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,zh,en,mrr,0.3475270983877372,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,zh,ko,r1,0.478515625,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,zh,ko,mrr,0.5449470581145723,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,zh,ja,r1,0.587890625,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,zh,ja,mrr,0.6391253866404141,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,,,language_probe_accuracy,0.99853515625,1024,2048
trillionlabs/Tri-0.5B-Base,13,0.5416666666666666,mean,remove_random,1,,,language_probe_macro_f1,0.998534194179167,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,en,ko,r1,0.400390625,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,en,ko,mrr,0.45350778949455917,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,en,ja,r1,0.466796875,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,en,ja,mrr,0.5231242514055889,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,en,zh,r1,0.400390625,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,en,zh,mrr,0.4727701132921341,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ko,en,r1,0.255859375,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ko,en,mrr,0.2902320447355938,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ko,ja,r1,0.376953125,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ko,ja,mrr,0.4346610507964903,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ko,zh,r1,0.291015625,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ko,zh,mrr,0.3473714707738703,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ja,en,r1,0.353515625,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ja,en,mrr,0.39798889297431317,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ja,ko,r1,0.5546875,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ja,ko,mrr,0.6233774357368984,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ja,zh,r1,0.580078125,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,ja,zh,mrr,0.6332402448109432,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,zh,en,r1,0.314453125,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,zh,en,mrr,0.3633988755734782,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,zh,ko,r1,0.50390625,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,zh,ko,mrr,0.566723630384553,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,zh,ja,r1,0.580078125,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,zh,ja,mrr,0.6280592317433826,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,,,language_probe_accuracy,0.9990234375,1024,2048
trillionlabs/Tri-0.5B-Base,14,0.5833333333333334,mean,remove_random,1,,,language_probe_macro_f1,0.9990229583313446,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,en,ko,r1,0.4453125,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,en,ko,mrr,0.49295091321621765,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,en,ja,r1,0.51953125,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,en,ja,mrr,0.5730303619524688,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,en,zh,r1,0.443359375,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,en,zh,mrr,0.5268188754958263,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ko,en,r1,0.267578125,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ko,en,mrr,0.2965474848862014,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ko,ja,r1,0.39453125,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ko,ja,mrr,0.4501071348458202,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ko,zh,r1,0.30078125,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ko,zh,mrr,0.3574554729030526,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ja,en,r1,0.36328125,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ja,en,mrr,0.40700037323650246,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ja,ko,r1,0.58984375,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ja,ko,mrr,0.6563167849006579,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ja,zh,r1,0.60546875,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,ja,zh,mrr,0.6563767065726888,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,zh,en,r1,0.34375,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,zh,en,mrr,0.39150397094588235,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,zh,ko,r1,0.5390625,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,zh,ko,mrr,0.6042686663884836,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,zh,ja,r1,0.59375,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,zh,ja,mrr,0.639465295998858,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,,,language_probe_accuracy,0.99951171875,1024,2048
trillionlabs/Tri-0.5B-Base,15,0.625,mean,remove_random,1,,,language_probe_macro_f1,0.9995117182843383,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,en,ko,r1,0.46484375,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,en,ko,mrr,0.523959241388573,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,en,ja,r1,0.5546875,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,en,ja,mrr,0.6183039817057373,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,en,zh,r1,0.515625,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,en,zh,mrr,0.5842947851051441,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ko,en,r1,0.26171875,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ko,en,mrr,0.2964788145341807,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ko,ja,r1,0.443359375,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ko,ja,mrr,0.4944486040460801,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ko,zh,r1,0.345703125,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ko,zh,mrr,0.4048128990440583,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ja,en,r1,0.365234375,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ja,en,mrr,0.407879637290789,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ja,ko,r1,0.6484375,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ja,ko,mrr,0.7073289763491446,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ja,zh,r1,0.619140625,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,ja,zh,mrr,0.6735469016589162,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,zh,en,r1,0.353515625,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,zh,en,mrr,0.40364193529974546,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,zh,ko,r1,0.591796875,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,zh,ko,mrr,0.6518491581084147,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,zh,ja,r1,0.615234375,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,zh,ja,mrr,0.6672106341102153,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,,,language_probe_accuracy,0.99951171875,1024,2048
trillionlabs/Tri-0.5B-Base,16,0.6666666666666666,mean,remove_random,1,,,language_probe_macro_f1,0.9995117182843383,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,en,ko,r1,0.4765625,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,en,ko,mrr,0.5485562073169599,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,en,ja,r1,0.5625,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,en,ja,mrr,0.6293798664849422,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,en,zh,r1,0.55859375,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,en,zh,mrr,0.6195969051402119,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ko,en,r1,0.240234375,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ko,en,mrr,0.2729882877854125,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ko,ja,r1,0.40625,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ko,ja,mrr,0.45943000358325004,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ko,zh,r1,0.318359375,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ko,zh,mrr,0.36490627615385013,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ja,en,r1,0.326171875,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ja,en,mrr,0.3654627729534553,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ja,ko,r1,0.66015625,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ja,ko,mrr,0.7204169332217487,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ja,zh,r1,0.607421875,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,ja,zh,mrr,0.6556169665011842,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,zh,en,r1,0.34375,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,zh,en,mrr,0.3960906793598661,1024,2048
trillionlabs/Tri-0.5B-Base,17,0.7083333333333334,mean,remove_random,1,zh,ko,r1,0.6015625,1024,2048
