model,layer,normalized_depth,pooling,condition,train_language,test_language,metric,value,accuracy,macro_f1,english_score,transfer_gap,n_train,n_centroid_samples,n_eval,n_classes
Qwen/Qwen2.5-0.5B,24,1.0,last_token,global-centered,en,zh,accuracy,0.5526666666666666,0.5526666666666666,0.5150353532539673,0.758,0.20533333333333337,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,24,1.0,last_token,global-centered,en,zh,macro_f1,0.5150353532539673,0.5526666666666666,0.5150353532539673,0.6955440028266077,0.18050864957264035,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,24,1.0,last_token,per-language-centered,en,en,accuracy,0.758,0.758,0.6955440028266077,0.758,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,24,1.0,last_token,per-language-centered,en,en,macro_f1,0.6955440028266077,0.758,0.6955440028266077,0.6955440028266077,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,24,1.0,last_token,per-language-centered,en,ko,accuracy,0.23,0.23,0.15172475536310173,0.758,0.528,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,24,1.0,last_token,per-language-centered,en,ko,macro_f1,0.15172475536310173,0.23,0.15172475536310173,0.6955440028266077,0.543819247463506,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,24,1.0,last_token,per-language-centered,en,ja,accuracy,0.302,0.302,0.2284161292661807,0.758,0.456,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,24,1.0,last_token,per-language-centered,en,ja,macro_f1,0.2284161292661807,0.302,0.2284161292661807,0.6955440028266077,0.46712787356042695,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,24,1.0,last_token,per-language-centered,en,zh,accuracy,0.6453333333333333,0.6453333333333333,0.5781021660833017,0.758,0.11266666666666669,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,24,1.0,last_token,per-language-centered,en,zh,macro_f1,0.5781021660833017,0.6453333333333333,0.5781021660833017,0.6955440028266077,0.117441836743306,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,en,en,accuracy,0.794,0.794,0.7369510849723917,0.794,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,en,en,macro_f1,0.7369510849723917,0.794,0.7369510849723917,0.7369510849723917,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,en,ko,accuracy,0.106,0.106,0.045074328476987544,0.794,0.6880000000000001,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,en,ko,macro_f1,0.045074328476987544,0.106,0.045074328476987544,0.7369510849723917,0.6918767564954041,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,en,ja,accuracy,0.23333333333333334,0.23333333333333334,0.22193148688987405,0.794,0.5606666666666666,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,en,ja,macro_f1,0.22193148688987405,0.23333333333333334,0.22193148688987405,0.7369510849723917,0.5150195980825176,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,en,zh,accuracy,0.55,0.55,0.46673855056246943,0.794,0.244,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,raw,en,zh,macro_f1,0.46673855056246943,0.55,0.46673855056246943,0.7369510849723917,0.27021253440992227,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,global-centered,en,en,accuracy,0.794,0.794,0.7369510849723917,0.794,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,global-centered,en,en,macro_f1,0.7369510849723917,0.794,0.7369510849723917,0.7369510849723917,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,global-centered,en,ko,accuracy,0.106,0.106,0.045074328476987544,0.794,0.6880000000000001,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,global-centered,en,ko,macro_f1,0.045074328476987544,0.106,0.045074328476987544,0.7369510849723917,0.6918767564954041,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,global-centered,en,ja,accuracy,0.23333333333333334,0.23333333333333334,0.22193148688987405,0.794,0.5606666666666666,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,global-centered,en,ja,macro_f1,0.22193148688987405,0.23333333333333334,0.22193148688987405,0.7369510849723917,0.5150195980825176,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,global-centered,en,zh,accuracy,0.55,0.55,0.46673855056246943,0.794,0.244,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,global-centered,en,zh,macro_f1,0.46673855056246943,0.55,0.46673855056246943,0.7369510849723917,0.27021253440992227,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,per-language-centered,en,en,accuracy,0.794,0.794,0.7369510849723917,0.794,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,per-language-centered,en,en,macro_f1,0.7369510849723917,0.794,0.7369510849723917,0.7369510849723917,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,per-language-centered,en,ko,accuracy,0.18666666666666668,0.18666666666666668,0.12493331145909815,0.794,0.6073333333333334,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,per-language-centered,en,ko,macro_f1,0.12493331145909815,0.18666666666666668,0.12493331145909815,0.7369510849723917,0.6120177735132936,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,per-language-centered,en,ja,accuracy,0.37466666666666665,0.37466666666666665,0.3185455654164197,0.794,0.4193333333333334,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,per-language-centered,en,ja,macro_f1,0.3185455654164197,0.37466666666666665,0.3185455654164197,0.7369510849723917,0.418405519555972,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,per-language-centered,en,zh,accuracy,0.592,0.592,0.5191202642310163,0.794,0.20200000000000007,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,0,0.0,mean,per-language-centered,en,zh,macro_f1,0.5191202642310163,0.592,0.5191202642310163,0.7369510849723917,0.21783082074137539,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,en,en,accuracy,0.8086666666666666,0.8086666666666666,0.7532267381148473,0.8086666666666666,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,en,en,macro_f1,0.7532267381148473,0.8086666666666666,0.7532267381148473,0.7532267381148473,0.0,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,en,ko,accuracy,0.364,0.364,0.22846547248786095,0.8086666666666666,0.44466666666666665,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,en,ko,macro_f1,0.22846547248786095,0.364,0.22846547248786095,0.7532267381148473,0.5247612656269863,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,en,ja,accuracy,0.5086666666666667,0.5086666666666667,0.4076167467876294,0.8086666666666666,0.29999999999999993,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,en,ja,macro_f1,0.4076167467876294,0.5086666666666667,0.4076167467876294,0.7532267381148473,0.3456099913272179,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,en,zh,accuracy,0.64,0.64,0.5807990659362569,0.8086666666666666,0.16866666666666663,3000,3000,1500,60
Qwen/Qwen2.5-0.5B,15,0.625,mean,raw,en,zh,macro_f1,0.5807990659362569,0.64,0.5807990659362569,0.7532267381148473,0.17242767217859045,3000,3000,1500,60
