model,layer,normalized_depth,pooling,source_language,target_language,metric,n_train,n_eval,condition,status,value
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r1,256,512,centered,ok,0.6171875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r1,256,512,centered_delta,ok,0.140625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r1,256,512,aligned,ok,0.443359375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r1,256,512,delta,ok,-0.033203125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r5,256,512,raw,ok,0.708984375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r5,256,512,centered,ok,0.822265625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r5,256,512,centered_delta,ok,0.11328125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r5,256,512,aligned,ok,0.734375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r5,256,512,delta,ok,0.025390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r10,256,512,raw,ok,0.794921875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r10,256,512,centered,ok,0.853515625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r10,256,512,centered_delta,ok,0.05859375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r10,256,512,aligned,ok,0.818359375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,r10,256,512,delta,ok,0.0234375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,mrr,256,512,raw,ok,0.5754305975878384
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,mrr,256,512,centered,ok,0.7057444372779538
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,mrr,256,512,centered_delta,ok,0.13031383969011534
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,mrr,256,512,aligned,ok,0.568898957778921
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ko,mrr,256,512,delta,ok,-0.0065316398089174665
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r1,256,512,raw,ok,0.353515625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r1,256,512,centered,ok,0.58203125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r1,256,512,centered_delta,ok,0.228515625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r1,256,512,aligned,ok,0.427734375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r1,256,512,delta,ok,0.07421875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r5,256,512,raw,ok,0.5625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r5,256,512,centered,ok,0.8046875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r5,256,512,centered_delta,ok,0.2421875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r5,256,512,aligned,ok,0.689453125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r5,256,512,delta,ok,0.126953125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r10,256,512,raw,ok,0.669921875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r10,256,512,centered,ok,0.85546875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r10,256,512,centered_delta,ok,0.185546875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r10,256,512,aligned,ok,0.775390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,r10,256,512,delta,ok,0.10546875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,mrr,256,512,raw,ok,0.45281154108610283
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,mrr,256,512,centered,ok,0.6819836339254084
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,mrr,256,512,centered_delta,ok,0.22917209283930556
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,mrr,256,512,aligned,ok,0.5468130836668155
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,en,mrr,256,512,delta,ok,0.09400154258071264
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r1,256,512,raw,ok,0.44921875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r1,256,512,centered,ok,0.732421875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r1,256,512,centered_delta,ok,0.283203125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r1,256,512,aligned,ok,0.60546875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r1,256,512,delta,ok,0.15625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r5,256,512,raw,ok,0.697265625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r5,256,512,centered,ok,0.908203125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r5,256,512,centered_delta,ok,0.2109375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r5,256,512,aligned,ok,0.86328125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r5,256,512,delta,ok,0.166015625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r10,256,512,raw,ok,0.77734375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r10,256,512,centered,ok,0.943359375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r10,256,512,centered_delta,ok,0.166015625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r10,256,512,aligned,ok,0.9140625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,r10,256,512,delta,ok,0.13671875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,mrr,256,512,raw,ok,0.5587360133602548
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,mrr,256,512,centered,ok,0.8131838732353593
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,mrr,256,512,centered_delta,ok,0.25444785987510454
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,mrr,256,512,aligned,ok,0.7160349517547782
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,ja,mrr,256,512,delta,ok,0.15729893839452336
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r1,256,512,raw,ok,0.337890625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r1,256,512,centered,ok,0.70703125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r1,256,512,centered_delta,ok,0.369140625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r1,256,512,aligned,ok,0.544921875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r1,256,512,delta,ok,0.20703125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r5,256,512,raw,ok,0.5703125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r5,256,512,centered,ok,0.888671875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r5,256,512,centered_delta,ok,0.318359375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r5,256,512,aligned,ok,0.82421875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r5,256,512,delta,ok,0.25390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r10,256,512,raw,ok,0.65234375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r10,256,512,centered,ok,0.931640625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r10,256,512,centered_delta,ok,0.279296875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r10,256,512,aligned,ok,0.912109375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,r10,256,512,delta,ok,0.259765625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,mrr,256,512,raw,ok,0.4407246714556081
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,mrr,256,512,centered,ok,0.7838165970039932
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,mrr,256,512,centered_delta,ok,0.3430919255483851
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,mrr,256,512,aligned,ok,0.6732351254158193
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,en,mrr,256,512,delta,ok,0.2325104539602112
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r1,256,512,raw,ok,0.681640625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r1,256,512,centered,ok,0.841796875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r1,256,512,centered_delta,ok,0.16015625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r1,256,512,aligned,ok,0.69921875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r1,256,512,delta,ok,0.017578125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r5,256,512,raw,ok,0.84765625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r5,256,512,centered,ok,0.953125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r5,256,512,centered_delta,ok,0.10546875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r5,256,512,aligned,ok,0.89453125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r5,256,512,delta,ok,0.046875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r10,256,512,raw,ok,0.892578125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r10,256,512,centered,ok,0.96484375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r10,256,512,centered_delta,ok,0.072265625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r10,256,512,aligned,ok,0.94140625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,r10,256,512,delta,ok,0.048828125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,mrr,256,512,raw,ok,0.7558081447449203
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,mrr,256,512,centered,ok,0.8933953077629835
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,mrr,256,512,centered_delta,ok,0.13758716301806317
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,mrr,256,512,aligned,ok,0.7859585806550409
Qwen/Qwen2.5-0.5B,9,0.375,last_token,en,zh,mrr,256,512,delta,ok,0.030150435910120565
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r1,256,512,raw,ok,0.673828125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r1,256,512,centered,ok,0.853515625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r1,256,512,centered_delta,ok,0.1796875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r1,256,512,aligned,ok,0.697265625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r1,256,512,delta,ok,0.0234375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r5,256,512,raw,ok,0.857421875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r5,256,512,centered,ok,0.947265625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r5,256,512,centered_delta,ok,0.08984375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r5,256,512,aligned,ok,0.890625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r5,256,512,delta,ok,0.033203125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r10,256,512,raw,ok,0.908203125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r10,256,512,centered,ok,0.97265625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r10,256,512,centered_delta,ok,0.064453125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r10,256,512,aligned,ok,0.923828125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,r10,256,512,delta,ok,0.015625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,mrr,256,512,raw,ok,0.756138400373783
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,mrr,256,512,centered,ok,0.8961163712833922
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,mrr,256,512,centered_delta,ok,0.13997797090960917
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,mrr,256,512,aligned,ok,0.7857214091958231
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,en,mrr,256,512,delta,ok,0.029583008822040124
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r1,256,512,raw,ok,0.5625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r1,256,512,centered,ok,0.69140625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r1,256,512,centered_delta,ok,0.12890625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r1,256,512,aligned,ok,0.525390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r1,256,512,delta,ok,-0.037109375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r5,256,512,raw,ok,0.7734375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r5,256,512,centered,ok,0.859375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r5,256,512,centered_delta,ok,0.0859375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r5,256,512,aligned,ok,0.75390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r5,256,512,delta,ok,-0.01953125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r10,256,512,raw,ok,0.83984375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r10,256,512,centered,ok,0.896484375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r10,256,512,centered_delta,ok,0.056640625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r10,256,512,aligned,ok,0.8359375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,r10,256,512,delta,ok,-0.00390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,mrr,256,512,raw,ok,0.657106947961983
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,mrr,256,512,centered,ok,0.7678650819760653
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,mrr,256,512,centered_delta,ok,0.1107581340140823
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,mrr,256,512,aligned,ok,0.628156372825414
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,ja,mrr,256,512,delta,ok,-0.028950575136568957
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r1,256,512,raw,ok,0.51953125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r1,256,512,centered,ok,0.689453125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r1,256,512,centered_delta,ok,0.169921875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r1,256,512,aligned,ok,0.505859375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r1,256,512,delta,ok,-0.013671875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r5,256,512,raw,ok,0.708984375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r5,256,512,centered,ok,0.83984375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r5,256,512,centered_delta,ok,0.130859375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r5,256,512,aligned,ok,0.76171875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r5,256,512,delta,ok,0.052734375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r10,256,512,raw,ok,0.7578125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r10,256,512,centered,ok,0.8828125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r10,256,512,centered_delta,ok,0.125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r10,256,512,aligned,ok,0.8203125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,r10,256,512,delta,ok,0.0625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,mrr,256,512,raw,ok,0.6022439782601621
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,mrr,256,512,centered,ok,0.7597681027929977
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,mrr,256,512,centered_delta,ok,0.1575241245328356
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,mrr,256,512,aligned,ok,0.622941745742218
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,ko,mrr,256,512,delta,ok,0.020697767482055873
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r1,256,512,raw,ok,0.279296875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r1,256,512,centered,ok,0.529296875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r1,256,512,centered_delta,ok,0.25
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r1,256,512,aligned,ok,0.373046875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r1,256,512,delta,ok,0.09375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r5,256,512,raw,ok,0.46484375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r5,256,512,centered,ok,0.75390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r5,256,512,centered_delta,ok,0.2890625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r5,256,512,aligned,ok,0.6328125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r5,256,512,delta,ok,0.16796875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r10,256,512,raw,ok,0.55859375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r10,256,512,centered,ok,0.8125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r10,256,512,centered_delta,ok,0.25390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r10,256,512,aligned,ok,0.736328125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,r10,256,512,delta,ok,0.177734375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,mrr,256,512,raw,ok,0.37632066784643686
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,mrr,256,512,centered,ok,0.6301718543750116
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,mrr,256,512,centered_delta,ok,0.2538511865285747
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,mrr,256,512,aligned,ok,0.4893359598675278
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ko,zh,mrr,256,512,delta,ok,0.11301529202109095
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r1,256,512,raw,ok,0.455078125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r1,256,512,centered,ok,0.576171875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r1,256,512,centered_delta,ok,0.12109375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r1,256,512,aligned,ok,0.40234375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r1,256,512,delta,ok,-0.052734375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r5,256,512,raw,ok,0.671875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r5,256,512,centered,ok,0.806640625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r5,256,512,centered_delta,ok,0.134765625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r5,256,512,aligned,ok,0.654296875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r5,256,512,delta,ok,-0.017578125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r10,256,512,raw,ok,0.751953125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r10,256,512,centered,ok,0.83984375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r10,256,512,centered_delta,ok,0.087890625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r10,256,512,aligned,ok,0.75
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,r10,256,512,delta,ok,-0.001953125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,mrr,256,512,raw,ok,0.5515850620872588
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,mrr,256,512,centered,ok,0.6767503554652612
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,mrr,256,512,centered_delta,ok,0.12516529337800242
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,mrr,256,512,aligned,ok,0.5210592559701267
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ko,mrr,256,512,delta,ok,-0.03052580611713207
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r1,256,512,raw,ok,0.314453125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r1,256,512,centered,ok,0.68359375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r1,256,512,centered_delta,ok,0.369140625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r1,256,512,aligned,ok,0.525390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r1,256,512,delta,ok,0.2109375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r5,256,512,raw,ok,0.52734375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r5,256,512,centered,ok,0.873046875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r5,256,512,centered_delta,ok,0.345703125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r5,256,512,aligned,ok,0.802734375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r5,256,512,delta,ok,0.275390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r10,256,512,raw,ok,0.615234375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r10,256,512,centered,ok,0.908203125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r10,256,512,centered_delta,ok,0.29296875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r10,256,512,aligned,ok,0.869140625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,r10,256,512,delta,ok,0.25390625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,mrr,256,512,raw,ok,0.4173266968157213
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,mrr,256,512,centered,ok,0.7692321637731891
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,mrr,256,512,centered_delta,ok,0.3519054669574678
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,mrr,256,512,aligned,ok,0.6437287742486419
Qwen/Qwen2.5-0.5B,9,0.375,last_token,ja,zh,mrr,256,512,delta,ok,0.22640207743292062
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r1,256,512,raw,ok,0.380859375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r1,256,512,centered,ok,0.748046875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r1,256,512,centered_delta,ok,0.3671875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r1,256,512,aligned,ok,0.5546875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r1,256,512,delta,ok,0.173828125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r5,256,512,raw,ok,0.640625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r5,256,512,centered,ok,0.91015625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r5,256,512,centered_delta,ok,0.26953125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r5,256,512,aligned,ok,0.796875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r5,256,512,delta,ok,0.15625
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r10,256,512,raw,ok,0.740234375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r10,256,512,centered,ok,0.958984375
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r10,256,512,centered_delta,ok,0.21875
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r10,256,512,aligned,ok,0.8828125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,r10,256,512,delta,ok,0.142578125
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,mrr,256,512,raw,ok,0.4996665074438923
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,mrr,256,512,centered,ok,0.8239259956017304
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,mrr,256,512,centered_delta,ok,0.3242594881578381
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,mrr,256,512,aligned,ok,0.6657986443257358
Qwen/Qwen2.5-0.5B,9,0.375,last_token,zh,ja,mrr,256,512,delta,ok,0.16613213688184347
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r1,256,512,raw,ok,0.515625
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r1,256,512,centered,ok,0.6484375
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r1,256,512,centered_delta,ok,0.1328125
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r1,256,512,aligned,ok,0.48828125
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r1,256,512,delta,ok,-0.02734375
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r5,256,512,raw,ok,0.7109375
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r5,256,512,centered,ok,0.8203125
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r5,256,512,centered_delta,ok,0.109375
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r5,256,512,aligned,ok,0.75
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r5,256,512,delta,ok,0.0390625
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r10,256,512,raw,ok,0.798828125
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r10,256,512,centered,ok,0.861328125
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r10,256,512,centered_delta,ok,0.0625
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r10,256,512,aligned,ok,0.826171875
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,r10,256,512,delta,ok,0.02734375
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,mrr,256,512,raw,ok,0.6101189704724519
Qwen/Qwen2.5-0.5B,10,0.4166666666666667,last_token,en,ko,mrr,256,512,centered,ok,0.7289438742596012
