model,layer,normalized_depth,pooling,record_type,basis,k,seed,source_language,target_language,metric,value,n_train,n_eval
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,ko,ja,r1,0.025390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,ko,ja,mrr,0.058624947494383135,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,ko,zh,r1,0.015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,ko,zh,mrr,0.04364486067072593,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,ja,en,r1,0.009765625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,ja,en,mrr,0.03344959848573182,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,ja,ko,r1,0.015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,ja,ko,mrr,0.04937740212906451,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,ja,zh,r1,0.0390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,ja,zh,mrr,0.08196681633190847,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,zh,en,r1,0.0390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,zh,en,mrr,0.07316430743644016,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,zh,ko,r1,0.033203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,zh,ko,mrr,0.061189128191393785,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,zh,ja,r1,0.02734375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,top_pca,1,,zh,ja,mrr,0.06526390161375636,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,top_pca,1,,,,accuracy,0.99560546875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,top_pca,1,,,,macro_f1,0.9956073266494712,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,en,ko,r1,0.044921875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,en,ko,mrr,0.0933086293663343,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,en,ja,r1,0.015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,en,ja,mrr,0.032266771232626515,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,en,zh,r1,0.037109375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,en,zh,mrr,0.07202228938452937,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ko,en,r1,0.046875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ko,en,mrr,0.09717153993504946,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ko,ja,r1,0.013671875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ko,ja,mrr,0.03199812606483491,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ko,zh,r1,0.025390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ko,zh,mrr,0.04799780118181387,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ja,en,r1,0.021484375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ja,en,mrr,0.052406503609640775,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ja,ko,r1,0.02734375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ja,ko,mrr,0.06462421803685788,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ja,zh,r1,0.0390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,ja,zh,mrr,0.0794506569743086,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,zh,en,r1,0.0625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,zh,en,mrr,0.11123608295488441,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,zh,ko,r1,0.033203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,zh,ko,mrr,0.06783925753979692,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,zh,ja,r1,0.017578125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,0,zh,ja,mrr,0.050480787377694736,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,0,,,accuracy,0.99658203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,0,,,macro_f1,0.9965839255536737,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,en,ko,r1,0.04296875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,en,ko,mrr,0.09242783735452156,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,en,ja,r1,0.015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,en,ja,mrr,0.03241680110174507,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,en,zh,r1,0.037109375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,en,zh,mrr,0.071811226411966,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ko,en,r1,0.046875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ko,en,mrr,0.09716767405725635,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ko,ja,r1,0.013671875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ko,ja,mrr,0.03201086898105775,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ko,zh,r1,0.02734375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ko,zh,mrr,0.049645079795810884,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ja,en,r1,0.0234375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ja,en,mrr,0.053586477936077,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ja,ko,r1,0.029296875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ja,ko,mrr,0.06559851075579484,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ja,zh,r1,0.0390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,ja,zh,mrr,0.07910902513753951,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,zh,en,r1,0.05859375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,zh,en,mrr,0.10875027962581754,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,zh,ko,r1,0.03515625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,zh,ko,mrr,0.06983537154675012,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,zh,ja,r1,0.017578125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,1,zh,ja,mrr,0.05045874792413356,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,1,,,accuracy,0.99658203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,1,,,macro_f1,0.9965839255536737,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,en,ko,r1,0.044921875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,en,ko,mrr,0.09326166392633305,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,en,ja,r1,0.015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,en,ja,mrr,0.032378789921613,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,en,zh,r1,0.03515625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,en,zh,mrr,0.07082087608202581,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ko,en,r1,0.044921875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ko,en,mrr,0.09620831335280203,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ko,ja,r1,0.013671875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ko,ja,mrr,0.032087908517431964,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ko,zh,r1,0.025390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ko,zh,mrr,0.048270300968805184,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ja,en,r1,0.021484375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ja,en,mrr,0.05245543255388292,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ja,ko,r1,0.025390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ja,ko,mrr,0.06288659024410594,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ja,zh,r1,0.0390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,ja,zh,mrr,0.07953693612946222,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,zh,en,r1,0.060546875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,zh,en,mrr,0.10999281416281007,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,zh,ko,r1,0.033203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,zh,ko,mrr,0.0686364128112519,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,zh,ja,r1,0.017578125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,2,zh,ja,mrr,0.05020085449548451,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,2,,,accuracy,0.99658203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,2,,,macro_f1,0.9965839255536737,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,en,ko,r1,0.04296875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,en,ko,mrr,0.09273372156665169,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,en,ja,r1,0.015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,en,ja,mrr,0.032781478455930727,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,en,zh,r1,0.037109375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,en,zh,mrr,0.07274162624357235,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ko,en,r1,0.044921875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ko,en,mrr,0.09634213336254933,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ko,ja,r1,0.013671875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ko,ja,mrr,0.032088917608063545,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ko,zh,r1,0.02734375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ko,zh,mrr,0.04951671237447311,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ja,en,r1,0.01953125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ja,en,mrr,0.05121826718638688,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ja,ko,r1,0.02734375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ja,ko,mrr,0.06478400023968776,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ja,zh,r1,0.041015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,ja,zh,mrr,0.08036058866209767,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,zh,en,r1,0.060546875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,zh,en,mrr,0.1102824410427353,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,zh,ko,r1,0.03515625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,zh,ko,mrr,0.06935639677921306,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,zh,ja,r1,0.017578125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,3,zh,ja,mrr,0.0502470330947828,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,3,,,accuracy,0.99658203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,3,,,macro_f1,0.9965839255536737,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,en,ko,r1,0.044921875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,en,ko,mrr,0.09359559248403714,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,en,ja,r1,0.015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,en,ja,mrr,0.03262433934577447,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,en,zh,r1,0.037109375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,en,zh,mrr,0.07230963503873986,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ko,en,r1,0.046875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ko,en,mrr,0.09710694456306074,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ko,ja,r1,0.013671875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ko,ja,mrr,0.032074564476517395,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ko,zh,r1,0.0234375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ko,zh,mrr,0.04711470276402102,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ja,en,r1,0.0234375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ja,en,mrr,0.05327872104087837,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ja,ko,r1,0.02734375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ja,ko,mrr,0.06434549058239256,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ja,zh,r1,0.0390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,ja,zh,mrr,0.07909143309139574,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,zh,en,r1,0.0625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,zh,en,mrr,0.1110839377076013,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,zh,ko,r1,0.033203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,zh,ko,mrr,0.06810675639180089,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,zh,ja,r1,0.017578125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,4,zh,ja,mrr,0.05035880672349417,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,4,,,accuracy,0.99658203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,4,,,macro_f1,0.9965839255536737,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,en,ko,r1,0.046875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,en,ko,mrr,0.09450054849071703,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,en,ja,r1,0.015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,en,ja,mrr,0.03229526567551519,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,en,zh,r1,0.03515625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,en,zh,mrr,0.071248418733974,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ko,en,r1,0.046875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ko,en,mrr,0.0972512016053727,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ko,ja,r1,0.013671875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ko,ja,mrr,0.031993264643459175,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ko,zh,r1,0.025390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ko,zh,mrr,0.04813901501786793,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ja,en,r1,0.0234375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ja,en,mrr,0.053302819071033264,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ja,ko,r1,0.025390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ja,ko,mrr,0.06317952026319075,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ja,zh,r1,0.0390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,ja,zh,mrr,0.07877150275160817,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,zh,en,r1,0.060546875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,zh,en,mrr,0.10968254220187476,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,zh,ko,r1,0.03515625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,zh,ko,mrr,0.06931762805833444,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,zh,ja,r1,0.017578125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,5,zh,ja,mrr,0.05022281456533468,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,5,,,accuracy,0.99658203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,5,,,macro_f1,0.9965839255536737,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,en,ko,r1,0.044921875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,en,ko,mrr,0.09366093439671375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,en,ja,r1,0.015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,en,ja,mrr,0.03227856846753044,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,en,zh,r1,0.037109375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,en,zh,mrr,0.07224485085550746,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ko,en,r1,0.046875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ko,en,mrr,0.09689601003729628,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ko,ja,r1,0.013671875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ko,ja,mrr,0.03200992813713076,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ko,zh,r1,0.025390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ko,zh,mrr,0.0480681632140665,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ja,en,r1,0.0234375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ja,en,mrr,0.05347618292287143,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ja,ko,r1,0.02734375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ja,ko,mrr,0.06442312989434558,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ja,zh,r1,0.0390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,ja,zh,mrr,0.07911011922266531,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,zh,en,r1,0.060546875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,zh,en,mrr,0.10968766117571777,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,zh,ko,r1,0.033203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,zh,ko,mrr,0.06774474987074586,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,zh,ja,r1,0.017578125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,6,zh,ja,mrr,0.05057447967035344,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,6,,,accuracy,0.99658203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,language_probe,random,1,6,,,macro_f1,0.9965839255536737,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,en,ko,r1,0.044921875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,en,ko,mrr,0.09369227257320473,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,en,ja,r1,0.015625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,en,ja,mrr,0.03236524203774121,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,en,zh,r1,0.037109375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,en,zh,mrr,0.07176678731834156,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ko,en,r1,0.044921875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ko,en,mrr,0.09613627061223147,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ko,ja,r1,0.013671875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ko,ja,mrr,0.03202295194952061,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ko,zh,r1,0.02734375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ko,zh,mrr,0.049423567955131045,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ja,en,r1,0.021484375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ja,en,mrr,0.05258462309628025,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ja,ko,r1,0.02734375,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ja,ko,mrr,0.06460457624547175,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ja,zh,r1,0.0390625,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,ja,zh,mrr,0.0790632928048222,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,zh,en,r1,0.060546875,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,zh,en,mrr,0.11012908525976707,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,zh,ko,r1,0.033203125,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,zh,ko,mrr,0.0680613087527295,1024,2048
trillionlabs/Tri-0.5B-Base,3,0.125,last_token,retrieval,random,1,7,zh,ja,r1,0.017578125,1024,2048
